"sitename","date","TA_F","TA_F_DAY","TA_F_NIGHT","SW_IN_F","LW_IN_F","VPD_F","PA_F","P_F","WS_F","GPP_NT_VUT_REF","wscal","fpar","classid","koeppen_code","igbp_land_use","plant_functional_type"
"CH-Fru",2005-01-01,1.404,2.537,0.724,40.761,290.608,0.968,86.182,0.258,0.639,0.6150596,1,0.214303039093065,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-02,1.404,2.931,0.487,27.629,301.433,0.806,86.057,4.165,1.731,0.76142928,1,0.21006299353171,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-03,-1.875,-0.726,-2.565,49.113,268.093,0.675,86.707,0.648,1.75,0.0517906,1,0.205966808287402,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-04,1.044,2.798,-0.008,65.323,245.498,1.71,86.723,0,0.419,0.8078006,1,0.202020508071916,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-05,1.633,2.831,0.914,58.718,250.332,2.285,86.564,0,0.613,0.7187078,1,0.243730694820743,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-06,2.058,2.85,1.583,28.134,298.768,0.87,86.736,3.057,1.462,0.94993216,1,0.234288892585067,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-07,2.835,4.843,1.63,66.041,245.409,1.905,86.951,0.009,1.01,1.318794,1,0.224821564297096,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-08,4.939,6.864,3.785,62.124,260.669,2.747,86.48,0,1.505,0.52800776,0.999978721141815,0.21533979226283,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-09,3.549,4.636,2.896,30.072,296.137,1.716,86.553,0,0.68,0.54181272,0.999982595443726,0.20585465878827,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-10,3.142,5.281,1.86,67.531,254.08,1.846,86.543,0,1.457,0.73749792,0.999922156333923,0.196377246178632,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-11,1.622,3.904,0.253,65.336,252.138,1.862,86.493,0,0.635,1.318794,0.999861598014832,0.186918636741492,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-12,1.193,3.143,0.023,55.368,281.025,2.053,86.278,0.429,0.703,0.39411726,1,0.177489912782062,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-13,0.673,1.547,0.15,56.096,280.853,0.794,86.271,1.689,1.314,0.1325296,1,0.168102156606345,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-14,-0.65,0.732,-1.479,73.297,237.945,1.25,86.299,0,0.792,0.05912716,0.999912917613983,0.158766450520341,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-15,-1.785,1.359,-3.672,76.697,237.555,1.779,86.158,0,0.895,0.2847734,0.999770700931549,0.149493876830052,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-16,-1.287,1.927,-3.216,76.704,239.685,2.061,86.252,0,1.093,0.20750036,0.999573469161987,0.140295517840719,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-17,-1.263,1.732,-3.06,76.968,241.965,1.967,85.989,0,1.063,0.20750036,0.999345541000366,0.131182455859871,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-18,-1.803,-1.061,-2.249,20.104,280.317,1.193,84.571,7.44,2.171,0.4263574,1,0.122165773192741,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-19,-3.684,-2.24,-4.629,55.634,265.11,0.559,84.82,1.152,1.556,0.20009446,1,0.113256552145332,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-20,-0.732,0.61,-1.611,34.4,293.228,0.638,85.256,2.344,1.534,0.2013969,1,0.104465875023645,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-21,0.893,1.961,0.194,33.706,304.094,0.485,84.818,10.876,3.119,0.9797446,1,0.0958048241329668,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-22,-1.493,-0.719,-2.001,62.37,277.04,0.621,85.088,4.045,1.919,0.04078154,1,0.0872844817807381,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-23,-3.638,-2.088,-4.653,32.112,276.287,0.622,85.051,2.399,1.307,0.320730947011,1,0.0789159302722354,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-24,-5.738,-4.484,-6.56,48.632,268.102,0.485,84.649,4.067,2.002,-0.41500708,1,0.0707102519134599,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-25,-7.542,-6.518,-8.213,67.78,251.501,0.545,84.581,2.06,2.78,-0.32452026,1,0.0626785290104128,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-26,-9.059,-8.01,-9.746,77.48,243.606,0.575,84.513,0.585,3.123,-0.3210196,1,0.0548318438690952,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-27,-9.815,-8.341,-10.781,87.827,225.141,0.591,84.523,0.135,1.994,-0.01919238,1,0.0471812787948819,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-28,-9.62,-7.99,-10.689,71.979,243.797,0.57,84.355,0.179,1.099,-0.37369688,1,0.0397379160950448,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-29,-10.296,-8.782,-11.288,98.06,216.783,0.61,84.735,0,1.438,-0.170025,0.999741911888123,0.0325128380749418,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-30,-9.251,-7.625,-10.316,99.672,219.786,0.798,85.697,0,0.821,-0.1095672,0.99942022562027,0.0255171270405738,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-01-31,-5.721,-4.356,-6.696,68.478,268.009,0.716,85.927,0.597,0.912,0.16902314,1,0.0187618652979423,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-01,-3.954,-2.617,-4.909,51.298,279.595,0.417,85.553,7.957,2.25,-0.34334,1,0.0122581351530485,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-02,-3.722,-2.884,-4.321,54.065,281.967,0.502,86.052,2.104,2.829,-0.1875174,1,0.00601701891138678,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-03,-2.001,-0.954,-2.75,65.932,281.45,0.559,86.167,1.254,2.313,0.40165414,1,4.95988799948943e-05,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-04,-0.639,0.925,-1.757,91.793,266.147,1.108,86.173,0,0.724,0.50213466,0.999051630496979,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-05,-1.25,0.418,-2.441,97.012,255.57,1.249,85.798,0,1.216,1.01487228,0.998077511787415,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-06,-1.795,-0.252,-2.897,92.863,260.968,1.066,85.843,0,1.265,1.27877514,0.997088730335236,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-07,-1.439,0.099,-2.635,109.29,243.229,1.296,85.991,0,1.521,0.8704534,0.99601936340332,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-08,-1.408,0.392,-2.809,108.294,245.142,1.344,86.315,0,1.312,1.0966642,0.994870483875275,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-09,-0.433,1.735,-2.119,112.317,243.826,1.605,86.555,0,0.609,0.7858114,0.993563175201416,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-10,-0.062,1.652,-1.395,86.444,270.084,1.687,86.648,0.174,0.725,0.7660486,0.992806375026703,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-11,1.785,2.476,1.246,40.703,309.143,1.014,86.222,2.247,0.859,0.6049034,0.999182462692261,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-12,3.848,4.826,3.088,46.975,325.144,0.807,85.272,7.683,1.891,0.8713682,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-13,0.046,-0.102,0.161,60.29,303.284,0.625,83.917,10.019,2.773,0.93607996,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-14,-3.35,-2.504,-4.008,75.625,276.841,0.517,83.889,5.657,2.492,0.27676312,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-15,-4.636,-3.516,-5.507,85.455,268.229,0.523,83.98,3.797,2.406,-0.084074986,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-16,-5.551,-4.899,-6.058,69.359,275.44,0.57,84.551,1.991,4.522,0.44065648,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-17,-5.156,-3.784,-6.223,115.479,260.168,0.709,85.084,0.361,2.201,-0.06399738,0.999886751174927,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-18,-4.172,-2.593,-5.4,116.278,255.174,0.894,85.157,0,0.937,0.43630922,0.998343646526337,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-19,-4.175,-2.954,-5.125,61.083,278.121,0.694,84.495,2.143,0.84,-0.00206478000000001,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-20,-3.909,-2.97,-4.704,68.112,284.729,0.606,84.101,3.497,1.546,0.924362,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-21,-4.7,-4.143,-5.171,59.175,286.309,0.587,83.714,2.635,1.97,0.41907402,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-22,-4.497,-3.498,-5.343,108.604,264.62,0.79,83.684,1.026,1.095,0.8770614,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-23,-4.61,-3.767,-5.323,107.192,259.363,0.796,84.059,0.824,0.851,0.72635702,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-24,-4.025,-2.786,-5.074,104.278,267.52,0.92,84.415,1.175,0.717,1.0768196,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-25,-3.665,-2.313,-4.809,135.33,247.668,1.058,84.507,0.307,0.725,1.9455402,0.999020755290985,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-26,-4.715,-2.781,-6.351,143.6,236.944,0.962,84.378,0.016,1.034,0.9475126,0.996999979019165,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-27,-6.767,-5.446,-7.982,101.647,259.908,0.583,84.163,1.74,2.226,0.4555943,1,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-02-28,-8.595,-7.635,-9.479,141.975,238.07,0.817,84.565,0.41,1.708,0.6400642,0.999746739864349,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-01,-7.397,-5.334,-9.295,159.478,219.916,1.05,84.347,0,1.1,1.0394866,0.997741937637329,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-02,-5.397,-3.179,-7.438,162.436,223.604,1.352,84.155,0,1.112,0.7145212,0.995403826236725,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-03,-3.756,-2.244,-5.147,110.507,255.483,1.071,84.205,0.797,1.515,0.49022542,0.99565601348877,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-04,-2.838,-1.025,-4.505,161.693,240.116,1.177,84.359,0.059,1.102,1.740365,0.993069708347321,0,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-05,-3.622,-2.709,-4.462,93.667,277.295,0.746,83.909,2.844,1.122,0.6606006,1,0.00326397323683905,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-06,-5.017,-3.621,-6.301,133.211,260.606,0.623,84.495,2.325,2.216,0.76830268,1,0.011277959484262,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-07,-7.156,-5.798,-8.406,160.424,237.422,0.773,85.17,0.395,1.874,0.4958432,0.998991310596466,0.0199202757334684,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-08,-3.843,-2.417,-5.269,116.239,274.567,0.722,85.548,1.47,1.694,0.1296434,1,0.0292020042912566,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-09,-1.746,-0.585,-2.906,127.396,277.825,0.726,85.871,1.816,2.464,1.1411934,1,0.0391342274620879,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-10,-0.566,0.701,-1.834,156.04,260.848,1.164,85.881,0.453,1.797,1.658398,0.997967481613159,0.0497280275527072,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-11,2.087,3.855,0.319,180.737,248.543,1.971,85.288,0,1.557,1.02904122,0.993717730045319,0.0609944868691156,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-12,0.371,1.471,-0.729,129.766,281.179,1.18,84.439,1.631,2.469,1.6968474,0.995490908622742,0.0729446877173143,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-13,0.016,1.088,-1.056,177.278,254.588,1.651,84.776,0.584,0.871,0.9485554,0.993563711643219,0.0855897124033045,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-14,3.853,5.552,2.155,185.601,267.917,2.261,85.218,0.122,1.43,3.7221526,0.989111423492432,0.098940643234225,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-15,6.049,7.99,4.109,183.95,278.02,2.447,86.053,0.244,0.732,4.25631,0.984512567520142,0.113008562513862,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-16,7.194,10.069,4.319,190.127,267.986,3.622,86.623,0,0.98,3.6554726,0.978537321090698,0.127804552549294,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-17,7.833,10.289,5.377,192.04,273.038,3.361,86.795,0,0.847,5.905212,0.972401142120361,0.143339695646524,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-18,9.156,11.14,7.173,192.737,274.054,3.523,86.724,0,0.431,6.731028,0.965978264808655,0.159625074111552,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-19,9.514,10.97,8.059,195.359,280.649,3.273,86.184,0,0.816,6.567668,0.959476828575134,0.176671770251827,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-20,8.669,10.27,6.929,168.601,301.956,2.291,85.667,0.121,0.679,4.1071298,0.953435480594635,0.19449086637052,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-21,7.611,10.196,4.8,195.93,279.52,2.61,85.423,0,1.175,6.567668,0.946882128715515,0.213093444775016,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-22,6.55,7.648,5.356,109.365,310.295,1.406,85.484,3.001,1.603,3.3258614,0.951287150382996,0.232490587771316,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-23,7.454,9.037,5.583,168.36,306.948,1.45,85.767,1.197,1.303,4.1822478,0.948982954025269,0.252067137144584,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-24,7.765,9.07,6.223,139.582,308.672,1.592,85.719,3.616,1.348,5.5570792,0.955061376094818,0.271200005610092,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-25,8.197,9.202,7.008,152.018,305.951,1.997,85.623,4.492,0.675,7.257066,0.964097559452057,0.289888381870532,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-26,6.775,7.484,5.938,110.27,304.866,1.222,85.006,3.169,1.738,2.4853854,0.968796133995056,0.308131454623962,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-27,6.274,6.671,5.806,73.874,318.001,0.777,84.694,7.332,1.105,5.24248,0.988192975521088,0.325928412573112,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-28,7.039,8.004,5.898,162.706,291.01,1.612,85.143,0.658,0.841,6.014396,0.983839273452759,0.343278444419142,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-29,6.274,7.434,4.902,134.821,299.477,1.217,85.229,4.203,0.691,5.170526,0.991976022720337,0.360180738863213,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-30,5.306,6.187,4.265,97.062,312.35,0.833,85.315,5.806,1.049,2.7896054,1,0.376634484606484,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-03-31,5.89,6.599,5.052,122.216,302.027,1.118,85.67,0.548,1.172,4.1563098,0.99541175365448,0.392638870351425,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-01,5.806,7.113,4.261,165.367,288.616,1.849,85.967,0,0.901,6.100172,0.988735795021057,0.408193084796541,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-02,6.376,8.411,3.971,224.142,277.753,2.375,86.09,0,2.15,4.8615956,0.981705665588379,0.423296316644337,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-03,6.316,8.083,4.228,233.948,258.221,3.35,86.235,0,1.537,4.195558,0.974690675735474,0.437947754595975,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-04,6.468,7.985,4.676,237.67,260.019,3.48,86.299,0,1.377,4.209146,0.967638552188873,0.452118641603949,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-05,7.586,9.265,5.602,193.698,281.564,3.611,86.331,0,0.986,5.363962,0.96023041009903,0.46578921183109,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-06,8.753,10.703,6.447,214.251,302.6,3.393,86.035,0,1.816,6.980084,0.952426612377167,0.478972140795142,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-07,7.482,8.148,6.695,88.249,331.149,1.695,85.149,1.381,2.58,3.579654,0.94999623298645,0.491680104010583,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-08,4.557,4.749,4.309,27.812,334.364,0.625,84.349,16.431,1.684,1.81411014,1,0.503925776995195,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-09,0.96,1.317,0.501,54.211,314.066,0.541,84.568,15.265,2.69,0.5183102,1,0.515721835265646,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-10,-0.002,1.517,-2.128,223.797,270.398,1.366,85.506,0.618,2.761,3.1675896,0.996277868747711,0.527080954338602,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-11,3.666,5.283,1.402,188.189,284.632,2.025,85.599,0,1.694,5.003388,0.989447891712189,0.538015809731623,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-12,6.378,7.75,4.457,192.873,318.075,1.98,85.445,1.043,1.089,10.459142,0.985618948936462,0.54853907695956,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-13,7.103,7.841,6.07,170.804,317.273,2.073,85.069,0.453,0.719,10.44369,0.979636669158936,0.558663431540005,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-14,6.976,8.396,4.989,212.226,291.779,1.773,84.777,2.335,1.425,6.335252,0.980049669742584,0.568401548989627,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-15,6.95,8.371,4.961,182.893,296.094,1.617,84.532,1.096,2.565,6.405438,0.976059973239899,0.577766104825093,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-16,5.473,6.415,4.154,91.779,316.79,1.207,83.884,7.447,1.967,2.6771954,0.994745969772339,0.586170670383345,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-17,3.974,4.567,3.145,137.737,309.501,1.112,83.779,2.757,1.592,4.5212422,0.997390687465668,0.59323593802453,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-18,5.788,6.881,4.257,140.86,316.819,1.374,84.21,4.987,0.998,8.8913838,1,0.599285264798169,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-19,4.913,5.363,4.283,79.057,322.906,0.591,84.337,8.655,1.667,4.456924,1,0.604642007755565,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-20,3.837,4.269,3.233,85.059,322.953,0.571,84.596,9.252,2.641,4.62969,1,0.609629523947389,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-21,4.33,5.621,2.523,232.312,289.37,1.665,85.087,1.461,2.26,9.893714,0.997572720050812,0.614571170424307,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-22,6.472,8.375,3.806,262.891,263.491,3.593,85.267,0,0.657,4.545958,0.989240288734436,0.619790304236988,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-23,6.688,8.309,4.419,129.429,318.504,1.926,85.28,1.746,1.536,5.467524,0.986966550350189,0.625610282436619,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-24,6.681,7.261,5.796,94.957,331.871,0.845,85.137,6.323,2.466,5.208402,1,0.631678538063076,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-25,6.006,6.483,5.278,96.234,324.408,0.686,84.973,12.697,1.919,5.558676,1,0.637460640202021,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-26,8.271,9.247,6.781,221.57,290.291,2.739,85.548,0.782,1.306,9.571974,0.993854224681854,0.643007149970699,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-27,9.201,10.709,6.9,207.651,301.178,2.619,85.842,2.193,1.307,7.301598,0.992173850536346,0.648368628486355,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-28,11.416,12.643,9.545,248.931,315.072,3.576,86.052,0.076,1.155,11.206364,0.982463538646698,0.653595636866663,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-29,13.644,14.832,11.832,248.399,304.205,5.379,86.102,0,0.992,11.544538,0.971806287765503,0.658738736228005,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-04-30,14.791,16.441,12.273,281.19,303.773,6.447,85.849,0,0.666,10.316108,0.960620045661926,0.663848487688064,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-01,15.696,17.298,13.249,259.889,304.978,5.397,85.776,0.895,1.174,10.903436,0.952256143093109,0.668975452364086,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-02,16.005,17.786,13.286,262.249,315.011,5.364,85.929,0.086,1.375,12.005546,0.940859913825989,0.674170191373316,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-03,12.769,14.015,10.691,167.246,326.295,2.295,85.773,7.841,1.727,9.117274,0.957573711872101,0.679483265832999,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-04,8.934,10.117,6.961,226.32,303.156,1.575,85.462,6.686,1.844,10.42797,0.971258997917175,0.684965236860843,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-05,6.715,7.484,5.435,185.146,309.053,0.824,85.331,4.195,2.311,7.928442,0.976906955242157,0.690666665573187,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-06,6.067,6.608,5.166,151.163,311.89,1.022,85.458,3.031,2.179,8.804448,0.978673815727234,0.696443514593971,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-07,7.007,8.044,5.278,172.956,317.511,1.659,85.169,4.278,2.139,8.921398,0.984343349933624,0.702122290602147,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-08,5.844,6.4,4.919,242.508,299.883,1.987,85.011,4.52,2.337,10.742962,0.991285741329193,0.707709370798151,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-09,6.104,6.813,4.922,195.065,302.946,1.748,85.023,1.935,1.349,7.04221,0.988997399806976,0.71321113238242,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-10,5.656,6.636,4.023,153.892,304.773,1.498,85.201,2.906,1.195,5.2690996,0.990113854408264,0.718633952555838,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-11,6.913,8.029,5.053,292.774,274.467,2.67,85.576,0.136,1.577,11.059968,0.981062293052673,0.723984208517939,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-12,9.117,10.953,6.056,268.622,293.658,3.191,85.566,1.252,1.394,12.61012,0.975011646747589,0.729268277469616,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
"CH-Fru",2005-05-13,10.99,12.259,8.876,216.445,312.117,3.425,85.594,0.522,1.444,12.197882,0.96596884727478,0.734492536611302,"GRA","Cfb","Cropland/Natural Vegetation Mosaic","Grass"
