"sitename","date","TA_F","TA_F_DAY","TA_F_NIGHT","SW_IN_F","LW_IN_F","VPD_F","PA_F","P_F","WS_F","GPP_NT_VUT_REF","wscal","fpar","classid","koeppen_code","igbp_land_use","plant_functional_type"
"CN-Qia",2005-04-16,15.875,15.571,16.266,44.395,391.294,2.015,100.581,3.8,0.91,4.44907,0.656449735164642,0.520061900502353,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-17,17.848,18.43,17.099,62.092,397.231,2.894,100.485,0.1,0.78,4.8541,0.645898520946503,0.525536197020504,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-18,21.052,22.1,19.706,149.408,393.71,6.496,100.425,0,0.997,7.12048,0.634112417697906,0.530891579567898,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-19,20.713,21.047,20.283,76.217,401.542,3.083,100.452,12.5,1.129,2.90677,0.663711428642273,0.536101715288758,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-20,20.849,21.729,19.719,220.939,349.45,7.135,100.471,0,1.317,7.93332,0.65195769071579,0.541324510140378,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-21,23.494,25.54,20.865,275.772,346.704,12.824,99.86,0,1.405,7.60156,0.639298439025879,0.546717987594113,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-22,24.119,26.459,21.11,147.367,396.338,10.216,99.677,0,2.752,5.34275,0.626399874687195,0.552255991064817,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-23,18.966,19.351,18.471,61.76,406.985,2.169,100.071,14.9,1.447,3.15983,0.664183557033539,0.557912363967815,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-24,20.401,21.348,19.184,139.71,382.125,4.795,100.052,0.2,1.047,6.34532,0.653034627437592,0.56366094971702,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-25,21.706,23.009,20.03,231.147,359.76,7.865,99.944,0,1.635,6.82823,0.640789031982422,0.569475591727749,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-26,22.774,23.779,21.481,199.144,371.165,8.224,99.819,8.2,1.783,4.73691,0.655317842960358,0.575330133414856,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-27,24.581,25.765,23.059,221.634,365.281,12.488,99.679,0.2,1.513,7.03308,0.642995893955231,0.581198418193193,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-28,25.727,26.673,24.511,164.666,396.763,11.739,99.381,0.2,2.709,5.96237,0.630413055419922,0.587054289478098,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-29,28.447,29.611,26.949,245.578,398.29,17.176,99.123,0,4.753,6.92988,0.616471588611603,0.59287159068345,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-04-30,30.081,31.282,28.538,243.018,407.033,20.388,98.942,0,4.722,6.75242,0.602112352848053,0.598624165224589,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-01,25.906,26.328,25.364,162.014,396.248,10.054,99.175,5.2,2.639,6.12226,0.605902493000031,0.604285856516367,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-02,22.641,23.356,21.723,104.427,410.504,3.716,99.59,12.2,1.208,5.38824,0.633418500423431,0.609830507973638,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-03,23.491,24.477,22.223,170.157,415.54,5.248,99.508,8.1,1.726,5.82106,0.647152900695801,0.615231963011254,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-04,25.734,27.163,23.898,205.954,412.16,10.646,99.112,1,3.324,7.20008,0.636877477169037,0.620464065044495,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-05,21.398,20.661,22.345,45.85,411.875,3.844,98.913,26.4,2.471,3.75286,0.711767017841339,0.625500657487343,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-06,19.658,20.45,18.64,204.858,357.51,7.458,99.552,5.5,2.411,6.28796,0.717871487140656,0.630315583755093,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-07,19.843,21.632,17.542,239.325,350.36,10.696,99.525,0,1.426,7.13762,0.705556154251099,0.634882687262598,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-08,19.835,19.786,19.897,36.359,407.796,2.542,99.41,5.1,0.912,3.19791,0.710482358932495,0.639175811424711,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-09,18.809,18.88,18.718,26.138,404.992,1.217,99.254,17.3,1.289,1.43419,0.755800485610962,0.643168799656284,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-10,20.09,20.871,19.086,127.095,395.848,4.303,99.423,0.8,0.744,5.40466,0.746265053749084,0.646835495372461,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-11,22.056,23.078,20.741,134.523,416.654,3.849,99.446,3.1,1.091,6.51788,0.743746936321259,0.650149741987483,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-12,22.087,22.198,21.944,66.143,422.927,1.827,99.352,7.3,1.37,5.55888,0.755258619785309,0.653085382916523,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-13,24.866,26.839,22.33,220.747,418.046,6.025,98.967,40.4,2.065,7.64056,0.874660432338715,0.655616261574433,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-14,24.364,25.254,23.219,162.734,426.177,3.888,99.192,16.9,1.849,7.01716,0.917025089263916,0.657638728722216,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-15,24.933,25.51,24.191,160.043,429.415,3.94,99.5,7.9,1.235,6.60456,0.929678320884705,0.659086464867973,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-16,29.128,30.739,27.057,257.307,426.146,15.113,99.315,4,3.927,7.12927,0.928318321704864,0.65998930804725,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-17,28.003,28.566,27.278,212.122,417.44,13.129,99.371,9.6,3.086,6.9591,0.945849180221558,0.660377096295394,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-18,22.189,21.831,22.65,87.158,412.165,4.775,99.896,11.5,1.335,5.1071,0.971193909645081,0.660279667647994,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-19,20.781,21.534,19.812,121.122,401.969,3.439,99.944,51.8,1.322,5.15945,1,0.659726860140547,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-20,21.66,22.176,20.997,99.855,417.365,3.382,99.869,0.4,0.818,4.864138,0.988677561283112,0.658748511808544,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-21,24.466,26.196,22.241,188.881,419.877,5.251,99.517,40.5,1.39,7.38949,1,0.657374460687352,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-22,22.764,23.201,22.2,78.26,425.26,2.097,99.604,12.1,0.981,5.823732,1,0.655634544812693,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-23,22.764,23.31,22.062,64.863,430.94,1.786,99.558,24.2,1.423,4.483258,1,0.653558602219964,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-24,19.513,19.453,19.59,37.575,411.106,1.553,99.725,14.4,1.831,4.110676,1,0.65117647094466,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-25,21.332,21.979,20.426,141.657,405.965,4.247,99.842,0.1,0.81,6.41117,0.987661242485046,0.648517989022273,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-26,21.222,21.142,21.334,38.309,419.835,1.755,99.652,38.5,0.945,3.7797246,1,0.645612994488298,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-27,21.852,21.885,21.806,47.203,420.117,1.977,99.467,25.5,1.304,4.486896,1,0.642491325377961,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-28,24.273,25.138,23.061,160.106,412.146,6.16,99.619,0,0.942,7.46061,0.986515939235687,0.639182819727277,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-29,25.337,26.694,23.438,249.481,403.369,8.175,99.846,0,1.437,8.49478,0.972651600837708,0.63571731557149,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-30,25.955,28.016,23.069,261.216,401.817,10.31,99.59,0.5,1.346,8.237288,0.960115194320679,0.632124650946093,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-05-31,23.657,23.729,23.556,52.165,424.006,2.581,99.206,20.4,1.296,4.463106,1,0.62843466388658,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-01,23.881,24.509,23.002,47.645,419.079,3.242,98.938,26.1,1.362,4.486896,1,0.624677192428446,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-02,24.87,25.901,23.426,161.358,417.537,6.27,99.021,0,0.792,7.70681,0.98625385761261,0.620882074606868,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-03,26.622,28.185,24.434,284.599,408.808,9.487,99.183,0,1.506,7.97262,0.971971452236176,0.617079148457973,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-04,26.353,27.663,24.519,207.649,411.881,12.213,99.304,0,2.296,7.93213,0.957795798778534,0.613298252016941,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-05,25.8,27.183,23.865,171.42,416.44,10.32,99.373,0,1.34,7.84639,0.943719685077667,0.609569223319265,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-06,26.261,27.412,24.649,158.898,423.785,12.51,99.365,0,1.038,8.28646,0.92958265542984,0.60592190040044,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-07,25.847,26.832,24.468,166.257,424.085,7.927,99.335,0,1.25,7.5543,0.9155712723732,0.602386121295672,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-08,23.976,24.536,23.192,70.551,427.042,3.953,99.413,1.5,0.844,4.46929,0.907035231590271,0.598991724041044,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-09,27.138,28.587,24.926,250.976,415.81,12.964,99.183,0,1.361,9.13258,0.892613768577576,0.59576854667175,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-10,29.793,31.409,27.53,287.042,415.446,18.728,98.846,0,1.564,6.59033,0.87757420539856,0.592746427223287,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-11,25.401,25.731,24.94,80.21,433.806,5.034,98.894,0,1.472,4.00202,0.863802313804626,0.589955203731146,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-12,24.061,24.666,23.213,71.076,431.523,3.901,98.933,0,0.99,3.83445,0.850282788276672,0.587424714230822,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-13,25.825,26.545,24.818,174.463,432.396,7.267,98.979,0,1.137,6.90117,0.836318373680115,0.585184796757637,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-14,27.738,28.877,26.143,198.577,430.646,8.923,98.858,0,1.049,8.00487,0.821824491024017,0.583265289347458,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-15,28.622,29.911,26.817,267.851,415.071,12.148,98.915,0,1.428,8.09971,0.807105123996735,0.58132657561627,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-16,28.87,30.586,26.468,258.451,417.365,12.902,99.173,0,1.086,7.91857,0.792242884635925,0.57905322747451,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-17,26.653,27.333,25.702,121.054,436.031,7.88,99.219,0.6,1.761,5.34282,0.780082643032074,0.57651136539905,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-18,27.232,28.114,25.998,96.804,440.987,8.95,98.958,0.1,1.912,4.59367,0.76610404253006,0.573767109866762,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-19,24.052,24.014,24.105,38.792,440.215,1.79,98.944,57.4,1.196,3.29819,0.941779971122742,0.570886581354274,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-20,23.787,24.144,23.288,52.098,436.917,1.865,99.008,35.8,0.614,4.7385,1,0.567935900338942,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-21,22.87,23.123,22.517,28.495,432.69,1.524,99.044,47.6,0.861,3.5323754,1,0.564981187297402,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-22,22.524,22.952,21.923,72.531,411.498,2.609,99.185,13.2,0.97,4.080304,1,0.562088562706526,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-23,24.753,26.392,22.459,287.811,385.219,7.818,99.271,0,1.854,9.12515,0.986130118370056,0.559324147043187,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-24,27.174,28.585,25.198,257.038,417.792,9.915,99.21,0,2.032,9.16748,0.971774399280548,0.556754060784052,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-25,28.708,29.648,27.393,259.149,421.796,12.854,99.11,0,3.171,8.1951,0.957198619842529,0.554444424406426,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-26,30.007,30.873,28.793,288.322,421.84,16.774,98.938,0,4.277,8.74011,0.942374765872955,0.552461358386957,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-27,29.131,30.31,27.481,216.84,425.596,15.016,99,0,3.745,7.97109,0.927687585353851,0.550870983202517,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-28,27.818,29.119,25.997,216.859,427.425,9.93,99.19,0,1.675,7.26686,0.913275957107544,0.549739419329978,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-29,29.447,30.971,27.312,295.841,423.833,14.486,99.367,0,2.349,8.88524,0.898484706878662,0.549132787246213,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-06-30,28.246,29.431,26.587,246.036,419.877,13.82,99.542,0.7,2.77,7.74536,0.886348247528076,0.549117207428117,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-01,29.123,30.024,27.863,268.657,416.577,16.563,99.642,0,3.507,7.40101,0.871795833110809,0.549247228326988,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-02,29.289,30.427,27.697,294.713,407.858,16.939,99.604,0,3.529,6.86761,0.857171535491943,0.549098784918081,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-03,29.985,31.075,28.459,258.928,413.325,18.189,99.538,0,2.88,6.58857,0.842425346374512,0.548770077464257,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-04,31.021,32.218,29.345,285.827,414.76,20.838,99.388,0,2.98,7.88396,0.827457964420319,0.548359306228374,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-05,31.127,32.342,29.426,295.186,416.244,20.993,99.283,0,2.351,7.53814,0.812481999397278,0.547964671473294,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-06,31.268,32.606,29.395,290.291,416.988,21.743,99.16,0,2.041,7.56454,0.797469735145569,0.54768437346186,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-07,31.069,32.117,29.6,240.297,416.244,20.31,99.133,0,2.182,7.32574,0.782575309276581,0.547616612456985,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-08,28.81,29.084,28.425,152.694,438.777,12.912,99.223,0,2.335,5.85661,0.768338263034821,0.547859588721501,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-09,29.422,30.287,28.212,261.423,417.517,17.925,99.325,0,4.159,7.62093,0.75386255979538,0.548670487159877,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-10,30.391,31.348,29.053,269.024,421.39,20.008,99.448,0,4.373,7.6199,0.739184677600861,0.550187005468979,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-11,30.757,31.706,29.429,226.78,421.881,20.453,99.571,0,3.199,7.10966,0.724453926086426,0.552328113100259,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-12,27.795,29.049,26.04,184.797,427.344,11.535,99.631,8,1.98,6.4345,0.736647605895996,0.555012779505415,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-13,25.818,27.554,23.387,158.469,431.94,6.035,99.719,17.6,1.286,5.14384,0.780802488327026,0.558159974135448,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-14,26.604,28.418,24.064,216.014,428.179,7.538,99.802,0.2,1.026,7.31847,0.767491459846497,0.561688666442014,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-15,29.919,32.076,26.899,257.389,424.927,15.708,99.767,0,1.274,8.88399,0.752776324748993,0.565517825876564,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-16,31.169,32.944,28.685,264.038,426.39,18.96,99.598,0,1.221,8.90598,0.737911760807037,0.569566421890553,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-17,30.713,32.376,28.385,289.09,419.804,18.643,99.26,0,1.419,7.28592,0.723186433315277,0.573753423935784,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-18,29.975,31.088,28.418,261.071,419.202,15.749,99.063,0,2.322,8.93231,0.708748996257782,0.577997801463011,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-19,27.784,28.478,26.813,111.372,426.635,12.31,98.844,0,3.337,5.82885,0.694887757301331,0.582218523924029,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-20,23.617,23.223,24.169,55.679,432.185,3.502,98.679,20.1,2.778,2.83807,0.748431980609894,0.586334560770292,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-21,24.831,25.443,23.974,107.619,432.875,4.466,98.788,2.9,1.151,5.63566,0.744846105575562,0.590264881453253,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-22,25.857,26.94,24.341,181.178,428.952,5.676,99.083,2.9,1.261,7.49398,0.740951299667358,0.593928455424365,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-23,27.973,29.537,25.783,237.843,420.033,11.841,99.231,0,1.419,8.20694,0.726975798606873,0.59724425213534,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-24,29.105,30.808,26.72,279.472,420.973,13.332,99.204,0,1.262,7.23029,0.712767004966736,0.600131241037075,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-25,29.079,30.885,26.552,294.415,419.392,12.806,99.135,0.3,1.439,8.738,0.699561595916748,0.603293096881082,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-26,28.192,30.276,25.276,274.907,422.863,11.27,99.106,0.5,1.418,7.55084,0.687171459197998,0.607397959329919,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-27,29.166,31.273,26.216,270.141,417.417,14.979,99.071,0,1.464,8.42244,0.672964572906494,0.612311495202044,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-28,30.849,32.424,28.645,286.819,405.604,22.376,99.077,0,1.733,8.18648,0.658562481403351,0.617899371315914,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-29,30.143,31.978,27.574,287.189,415.558,19.268,99.146,0,1.736,7.52414,0.644283473491669,0.624027254490516,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-30,29.156,30.367,27.462,215.681,428.354,14.492,99.302,0,2.145,7.23087,0.630363285541534,0.630560811543279,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-07-31,28.049,29.582,25.902,186.441,428.969,12.355,99.51,0.2,2.144,5.9424,0.617298245429993,0.637365709293151,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-01,29.6,31.153,27.425,245.571,423.329,16.794,99.49,0,2.736,6.61809,0.603341341018677,0.644307614558589,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-02,31.287,32.644,29.387,286.785,413.596,21.942,99.148,0,2.57,6.34707,0.589222967624664,0.651252194158051,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-03,31.421,32.945,29.288,292.557,418.692,22.221,98.821,0,1.785,6.27012,0.575168967247009,0.658065114910552,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-04,27.426,27.71,27.029,172.021,420.562,9.211,98.848,12.3,1.892,7.21347,0.602760553359985,0.664612043633408,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-05,27.355,29.051,24.979,255.053,418.34,9.947,98.798,0.3,1.923,8.39664,0.590659201145172,0.670758647145651,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-06,26.326,27.403,24.82,142.773,430.369,7.472,98.5,39.8,2.035,6.18338,0.709050834178925,0.67637059226574,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-07,27.296,29.126,24.945,244.584,427.083,8.949,98.708,0,1.624,7.82368,0.696113049983978,0.68131354581213,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-08,27.316,28.673,25.571,221.677,423.113,8.246,99.196,0,1.137,11.1274,0.683334469795227,0.685453174603281,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-09,28.974,30.851,26.56,252.577,428.19,12.549,99.315,0.1,1.568,9.37978,0.670525968074799,0.688655145457874,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-10,29.348,30.897,27.357,237.208,419.794,14.474,99.292,0,1.792,9.12715,0.657433271408081,0.6913490160887,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-11,30.08,31.336,28.464,251.496,417.483,16.673,99.323,0,1.284,9.79175,0.644303560256958,0.694052556975574,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-12,30.106,31.405,28.435,291.18,416.198,17.059,99.102,0,1.558,8.78871,0.631197273731232,0.696763754086216,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-13,26.706,26.816,26.564,75.084,437.662,7.332,98.823,17,2.193,4.17421,0.674985706806183,0.699480593388344,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-14,25.187,25.466,24.829,72.452,440.21,3.226,98.725,19,1.871,4.5185,0.725653827190399,0.702201060849678,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-15,27.686,29.569,25.266,279.226,420.444,10.96,99.181,0.2,2.619,8.93251,0.713607788085938,0.704923142438163,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-16,28.194,29.758,26.184,252.742,407.923,13.737,99.404,0,1.792,8.23268,0.700868964195251,0.707644824121068,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-17,28.694,29.996,27.019,250.791,405.977,15.144,99.477,0,1.581,7.98723,0.688078582286835,0.710364091866337,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-18,28.654,30.217,26.643,264.448,416.487,13.766,99.51,0,1.459,9.55327,0.675231754779816,0.713078931641689,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-19,25.736,26.337,24.962,130.022,428.683,6.172,99.463,0.9,1.741,7.00854,0.666093051433563,0.715787329414845,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-20,23.099,22.572,23.778,37.627,429.769,3.115,99.313,1.8,1.213,3.3129,0.660691320896149,0.718487271153747,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-21,23.358,23.346,23.372,41.063,428.302,4.087,99.413,0,1.085,3.48003,0.649161338806152,0.721176742825666,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-22,25.578,26.333,24.608,147.573,427.588,6.753,99.642,0,0.984,6.44724,0.636955976486206,0.723853730398547,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-23,23.776,23.806,23.738,84.781,420.694,5.442,99.673,0.1,1.68,5.58486,0.625570714473724,0.726516219840108,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-24,22.577,23.192,21.787,110.335,410.127,6.416,99.708,0,1.3,5.77858,0.613939464092255,0.72916219711807,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-25,23.206,24.01,22.255,119.394,408.294,5.862,99.787,0.1,1.491,6.85272,0.60239839553833,0.731789648200152,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-26,24.139,25.404,22.644,128.595,410.375,6.172,99.835,0,0.884,6.90356,0.590157210826874,0.734396559054288,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-27,25.553,27.091,23.736,154.157,424.092,6.386,99.777,11.4,1.149,9.37667,0.615019142627716,0.736980915647765,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-28,27.597,29.504,25.343,213.903,407.125,10.958,99.669,0,1.583,9.32055,0.601752698421478,0.739540703948521,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-29,28.891,30.795,26.64,269.422,402.312,16.081,99.562,0,1.895,9.79046,0.588128089904785,0.742073909924274,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-30,29.265,30.97,27.251,263.569,407.66,16.251,99.275,0,1.214,8.65316,0.574364542961121,0.744578519542743,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-08-31,26.366,26.975,25.646,127.048,415.921,7.981,99.263,0,1.204,8.1526,0.561342358589172,0.747052518771649,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-01,25.673,26.477,24.723,71.328,424.871,8.567,98.938,0.9,3.74,6.11509,0.551322162151337,0.749493893578911,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-02,23.664,23.784,23.521,36.56,436.088,1.991,98.706,41,3.048,4.54345,0.673921763896942,0.751900629931845,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-03,24.179,25.277,22.881,73.329,437.425,3.082,99.252,34.2,0.897,6.01005,0.773740351200104,0.754270713798374,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-04,21.708,21.579,21.86,41.537,424.094,1.916,99.606,5,1.253,2.49724,0.778253853321075,0.756602131146216,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-05,22.176,22.392,21.921,29.247,426.688,2.292,99.79,0.1,2.197,1.8909,0.766403138637543,0.758892867943091,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-06,21.659,22.119,21.115,101.087,408.375,3.999,99.923,0.4,1.569,3.90141,0.755581974983215,0.76114091015672,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-07,22.964,23.627,22.179,145.531,403.992,5.887,99.971,0,1.036,5.90532,0.743053436279297,0.763344243755001,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-08,24.092,25.381,22.69,169.741,399.825,6.861,99.933,0,0.884,7.10837,0.730086505413055,0.76550085470529,"ENF","Cfa","Woody Savannas","Shrub"
"CN-Qia",2005-09-09,24.227,25.634,22.697,176.989,394.069,7.258,99.921,0,1.003,7.44828,0.71704363822937,0.767608728975489,"ENF","Cfa","Woody Savannas","Shrub"
