sitename,TA_F,TA_F_DAY,TA_F_NIGHT,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,GPP_NT_VUT_REF,wscal,fpar
AU-ASM,25.822,26.281,25.231,225.313,417.292,9.854,93.659,3,1.7480000000000002,1.23658,0.21821501851081848,0.2289244240343187
AU-ASM,30.31900000000001,33.337,26.44,347.646,399.396,28.041,94.011,0,2.402,1.45054,0.2093671560287476,0.229305514639945
AU-ASM,31.524,34.36,27.877,336.083,394.083,35.49,93.885,0,2.432,1.23561,0.2009665668010712,0.2297452135416508
AU-ASM,31.64,33.793,28.872,320.875,405.167,33.28,93.294,0,2.208,1.4772299999999998,0.1930493116378784,0.2302424014319281
AU-ASM,30.447,31.346,29.291,344.021,422.278,29.573,93.728,0.2,2.96,1.46898,0.18658004701137543,0.23079595900314304
AU-ASM,31.559,32.834,29.919,308.3540000000001,423.3130000000001,27.85,93.397,0,2.74,1.82367,0.1794954538345337,0.2314047669477832
AU-ASM,28.245,30.53,25.307,280.021,417.979,17.039,93.255,0,2.322,1.70257,0.17287199199199674,0.23206770595829704
AU-ASM,25.657,27.036,23.885,201.167,423.604,8.92,93.131,10.8,1.816,1.39174,0.21702402830123896,0.2327836567271332
AU-ASM,24.657,25.892,23.06900000000001,276.41700000000003,411.917,7.85,93.452,2.8,3.127,1.72558,0.22160278260707847,0.23355149994674035
AU-ASM,26.059,28.442,22.994,280.04200000000003,410.458,12.578,93.27,8.8,2.387,1.91762,0.2538543939590454,0.2343701163096371
AU-ASM,27.107,29.784,23.664,293.083,405.854,17.887,93.217,0.2,2.957,2.24664,0.24434688687324524,0.23523838650813603
AU-ASM,21.457,21.719,21.121,72.604,413.729,3.54,93.08,25,3.266,1.1243299999999998,0.35112518072128296,0.2361551912347518
AU-ASM,26.303,28.282,23.759,371.646,380.1880000000001,17.713,93.358,0,2.61,3.24953,0.3360778093338013,0.2371194111819328
AU-ASM,28.368,30.49,25.639,297.0420000000001,394.625,20.706,93.446,0,1.814,3.01263,0.3216322660446167,0.2381299270421277
AU-ASM,28.684,31.157,25.504,298.125,379.646,25.206,93.758,0,2.25,2.89547,0.30785492062568665,0.2391856195077851
AU-ASM,28.891,31.145,25.993,359.9790000000001,388.8130000000001,26.497,93.791,0,2.665,3.23068,0.2947562634944916,0.2402853692714468
AU-ASM,30.309,32.454,27.55,359.9380000000001,393.708,27.432,93.814,0,2.917,2.71158,0.2822498083114624,0.2414280570253787
AU-ASM,30.245,32.944,26.774,354.875,392.271,29.264,93.798,0,2.852,2.8297,0.2703523635864258,0.24261256346211885
AU-ASM,30.599,33.223,27.225,331.896,404.458,28.888,93.733,0,2.269,2.58497,0.2590489685535431,0.2438377692741159
AU-ASM,28.771,30.405,26.671,274.188,405.271,19.193,93.364,0.2,1.704,2.15163,0.2493688017129898,0.2451025551538185
AU-ASM,30.293000000000006,33.056999999999995,26.739,358.333,387.479,29.1,93.773,0,2.2230000000000003,2.2298224,0.2391539812088013,0.2464058017937848
AU-ASM,30.134,33.519,25.783,346.4380000000001,386.792,32.174,93.969,0,3.127,1.93091,0.2294519990682602,0.2480516144643156
AU-ASM,30.784,33.726,27.002,357.9380000000001,391,31.769,93.936,0,2.709,1.6660522,0.2202494591474533,0.2502658664833412
AU-ASM,31.12,33.412,28.174,358.167,386.271,33.453,93.633,0,2.517,2.25861,0.2115417569875717,0.2529300906142711
AU-ASM,30.464,32.695,27.595,366.104,385.542,31.027,93.659,0,2.799,2.25272,0.20331737399101252,0.2559258196205141
AU-ASM,30.961,33.287,27.971,365.583,389.8130000000001,32.866,94.098,0,2.727,1.75425,0.1955072581768036,0.25913458626547964
AU-ASM,34.926,37.656,31.417,327.188,428.0630000000001,44.685,94.229,0,3.195,1.56405,0.1879534721374512,0.26243792331285176
AU-ASM,34.359,36.297,31.868,348.458,416.1880000000001,40.511,94.206,0,3.688,1.4230200000000002,0.18085505068302157,0.26571736352548303
AU-ASM,33.501,36.404,29.77,338.458,412.556,38.209,94.189,0,2.539,1.30324,0.17413215339183807,0.26885443966705463
AU-ASM,31.889,34.701,28.273000000000003,371.667,383.729,37.26300000000001,94.041,0,3.864,1.26923,0.1678256243467331,0.2717306845009756
AU-ASM,25.882,27.315,24.039,187.813,397.875,15.735,94.064,4.2,2.365,1.854892,0.181609109044075,0.2742276307906553
AU-ASM,24.767,26.321,22.769,187.438,409.521,10.08,93.628,2.8,2.0340000000000003,3.890966,0.1881516724824905,0.2762268112995027
AU-ASM,25.197,27.922,21.69400000000001,300.5,423.5,10.107,93.837,62,2.233,1.90782,0.4701840281486511,0.27760975879101313
AU-ASM,27.831,30.147,24.854,309.521,420.271,16.162,93.952,0.4,1.686,2.52826,0.452318012714386,0.2785570764035957
AU-ASM,27.69400000000001,29.08,25.912,259.66700000000003,419.6880000000001,14.168,93.555,3,2.605,3.5570800000000005,0.4473887979984283,0.27934022013539256
AU-ASM,25.626,26.815,24.09800000000001,185.813,422.208,8.66,93.106,13.6,2.313,2.51687,0.4922738671302795,0.2799770020388425
AU-ASM,22.774,22.706,22.86,77.563,425.979,2.487,93.407,23,2.105,1.44435,0.5798019766807556,0.2804852341663842
AU-ASM,24.235,25.786,22.24,249.521,421.958,6.42,94.025,19.4,3.648,3.37657,0.6474670767784119,0.2808827285704565
AU-ASM,25.042,26.644,22.982,235.5,411.021,8.134,94.091,2,2.471,3.18249,0.63215571641922,0.2811872973035203
AU-ASM,25.92,27.897,23.378,283.958,413.958,10.731,94.295,3.2,1.868,3.432,0.6226879954338074,0.2814167524179649
AU-ASM,25.485,27.831,22.468000000000004,295.146,399.646,11.453,94.075,0,2.11,4.19115,0.5986452102661133,0.281588905966258
AU-ASM,25.197,27.457,22.292,289.969,393,11.388,94.141,5.8,1.6780000000000002,4.077369999999998,0.6024167537689209,0.2817215700008385
AU-ASM,27.863000000000003,30.507,24.464,320.875,396.271,18.662,94.113,0,1.941,3.89078,0.5786649584770203,0.28183255657414524
AU-ASM,26.285,28.04,24.03,233.146,400.5630000000001,12.265999999999998,94.217,5,1.755,3.67464,0.5793139338493347,0.28193967773862605
AU-ASM,28.211,30.237,25.606,315.6040000000001,393.1880000000001,20.283,94.248,0,2.935,3.90548,0.5563976764678955,0.28206074554670346
AU-ASM,28.357,30.728,25.555,327.9380000000001,387.229,22.365,94.188,0,2.252,4.90935,0.5341830253601074,0.2822135720508249
AU-ASM,26.943,29.454,23.976,280.021,401.604,15.398,94.062,0,1.6980000000000002,4.0080800000000005,0.5128820538520813,0.2824159693034291
AU-ASM,26.996,29.92,23.541,287.9170000000001,398.729,15.132,93.956,0,2.075,4.0862,0.4922871291637421,0.28268574935695506
AU-ASM,27.812,30.53,24.599,324.833,396.375,17.137999999999998,93.679,0,1.74,4.7255,0.4723933637142181,0.2830407242638415
AU-ASM,28.309,30.396,25.841,315.438,399.1880000000001,18.065,93.666,0,1.997,4.88264,0.4532747864723206,0.2834987060765701
AU-ASM,27.136,29.69,24.118,258.594,417.792,13.757,94.144,18.4,1.872,4.56997,0.5207185745239258,0.2840775068475048
AU-ASM,26.036,27.992,23.724,279.813,405.542,11.112,94.296,0.4,2.874,4.28983,0.5021088123321533,0.28479493862911776
AU-ASM,26.367,28.343000000000004,24.032,310.875,387.833,16.426,94.268,0,2.92,4.69581,0.4822715222835541,0.28566881347384804
AU-ASM,26.458,28.961,23.5,343.292,371.583,22.174,94.212,0,2.98,4.96142,0.4631201028823853,0.2864254468083252
AU-ASM,26.954,29.411,24.051,257.688,388.271,20.572,94.068,0,3.044,4.68128,0.4446800649166107,0.2868555996498253
AU-ASM,26.81,29.371,23.784,287.813,392.854,16.908,93.986,0,2.567,4.44996,0.4269942045211792,0.2870737524367689
AU-ASM,27.09800000000001,29.402,24.375,307.563,394.167,18.599,93.891,0,2.603,4.86565,0.410051167011261,0.2871943856075361
AU-ASM,27.63,28.996,26.016,215.542,411.625,16.804000000000002,93.826,0.8,2.397,4.53036,0.3976016342639923,0.28733197960056034
AU-ASM,26.943,29.375,24.06900000000001,222.313,410.271,13.729,93.769,0.4,2.211,4.39768,0.3838369846343994,0.2876010148542498
AU-ASM,27.69,29.398000000000003,25.672,261.188,413.729,15.754,93.788,0.2,2.09,4.81764,0.3697779774665833,0.2881159718070128
AU-ASM,27.361,29.129,25.273000000000003,272.41700000000003,403.271,15.552,93.775,0,1.873,4.65003,0.3554611802101135,0.2889913308973483
AU-ASM,25.345,26.265,24.257,181.792,413.146,9.209,93.662,2.6,2.906,3.78246,0.35408815741539,0.2900893598889484
AU-ASM,25.249,26.754,23.613000000000003,250.396,406.583,11.369000000000002,93.674,0.2,3.531,4.35631,0.34163349866867065,0.2911959653130422
AU-ASM,25.394,27.599,22.998,252.479,393.0630000000001,12.673,93.92,0,2.11,4.77755,0.3288050591945648,0.2923110857590536
AU-ASM,26.722,28.458,24.835,257.29200000000003,405.917,14.847,93.929,0,1.784,4.3785300000000005,0.3165601491928101,0.29343465981640593
AU-ASM,26.478,28.199,24.607,221.063,413.917,11.07,93.69,0,1.596,4.40275,0.30493125319480896,0.294566626074523
AU-ASM,25.147,25.93,24.296,191.375,412.229,8.98,93.822,31.4,1.946,3.78214,0.4403009116649628,0.2957069231229233
AU-ASM,24.599,25.575,23.537,168.063,424.0630000000001,5.622000000000001,93.89,18,2.556,3.8697,0.5077400207519531,0.2968554895508415
AU-ASM,23.808000000000003,24.496,23.061,187.479,409.125,8.116,93.83,0.4,4.382,4.44814,0.4908727705478668,0.2980122639477951
AU-ASM,25.137,26.786,23.345,181.125,410.042,12.417,93.659,0,4.022,4.35115,0.4725898802280426,0.299177184903208
AU-ASM,24.803,25.962,23.543000000000006,183.458,419.9380000000001,8.381,93.706,0,4.204,4.63901,0.455109179019928,0.3003501910065037
AU-ASM,23.079,23.596,22.518,129.438,425.729,3.214,93.745,23.6,3.524,2.97056,0.5485037565231323,0.30153122084710604
AU-ASM,23.387,24.168000000000006,22.538,148.792,422.625,3.927,93.886,20.8,3.745,3.3572900000000003,0.6256619095802307,0.3027202130145374
AU-ASM,24.145,25.305,22.885,188.854,424.417,5.1629999999999985,93.963,12.8,2.843,3.89002,0.6631338596343994,0.3039171060980242
AU-ASM,25.783,27.663,23.74,235.354,402.3130000000001,9.543,94.099,0.2,2.022,4.63897,0.6405616998672485,0.3051218386870883
AU-ASM,25.426,27.14,23.564,232.25,406.521,8.817,94.17,2.2,1.918,4.8578199999999985,0.6281066536903381,0.3063343493711536
AU-ASM,26.704,28.59,24.654,255.917,413.667,11.649,93.689,0.8,1.744,3.3965949999999996,0.6093637347221375,0.3075545767396435
AU-ASM,27.412,29.245,25.42,238.604,418.229,12.581,93.356,8.4,1.914,0.8411021999999999,0.6265981197357178,0.3087824593820839
AU-ASM,25.263,27.439,22.897,178.667,420,8.205,93.669,3.6,1.4409999999999998,4.056780000000002,0.6212897896766663,0.3100179358876945
AU-ASM,23.568,24.558000000000003,22.492,156.875,407.583,6.407,94.073,0,1.835,4.04205,0.5998747944831848,0.3112609448460009
AU-ASM,21.748,22.588,20.835,150.833,396.292,7.882999999999999,94.281,0,2.197,4.24024,0.5794363617897034,0.31251142484642624
AU-ASM,22.048,24.036,19.887,307.7290000000001,356.917,11.711,94.358,0,2.344,4.98172,0.5594521164894104,0.3141121765062586
AU-ASM,19.584,22.26,16.674,314.1670000000001,320.375,12.693,94.551,0,2.72,4.80574,0.5403671860694885,0.31634494612693537
AU-ASM,18.838,21.377,16.079,322.438,303.646,13.513,94.746,0,3.241,5.44745,0.5220321416854858,0.319118090824355
AU-ASM,18.557,21.301,15.575,319.2290000000001,305.521,12.857,94.767,0,3.385,5.24844,0.5043267607688904,0.3223399677136993
AU-ASM,19.086,21.97,15.95,312.7920000000001,313.021,12.562,94.682,0,3.165,5.1881900000000005,0.4871598780155182,0.32591893391082555
AU-ASM,20.191,23.358,16.75,299.833,325.6040000000001,13.934,94.614,0,2.603,5.41972,0.4704641103744507,0.32976334653138223
AU-ASM,22.325,26.135,18.183,299.5420000000001,342.833,16.098,94.546,0,2.6860000000000004,4.99742,0.454130083322525,0.3337815626910177
AU-ASM,22.261,25.493,18.747,288.331,350.8640000000001,14.394,94.581,0,3.5810000000000004,4.67678,0.4384639859199524,0.3378819395053804
AU-ASM,22.998,24.871,20.963,276.165,361.281,15.612,94.634,0,4.283,0.97117342,0.4234383702278137,0.3419728340904551
AU-ASM,23.118,24.45,21.671,155.971,384.175,14.999,94.685,0,4.074,0.91141748,0.4090175628662109,0.34596260356120506
AU-ASM,22.994,24.31,21.563,240.021,369.0630000000001,17.482,94.788,0,4.5360000000000005,4.27056,0.3951667249202728,0.3497596050336197
AU-ASM,22.1,23.34,20.753,180.292,375.833,15.99,94.852,0,4.047,4.61687,0.3819221258163452,0.3532721956233476
AU-ASM,22.769,23.858,21.585,229.854,372.5,18.44400000000001,94.922,0,4.277,4.73381,0.3691698908805847,0.3564087324460369
AU-ASM,22.888,24.268,21.389,228.104,375.958,18.075,94.885,0.2,3.744,4.9616,0.35783839225769043,0.35907757261733625
AU-ASM,22.888,24.834,20.942,287.4840000000001,347.1880000000001,18.241,94.828,0,3.285,4.81314,0.34600919485092163,0.3611870732530432
AU-ASM,21.791,24.713,18.868,281.04200000000003,334.5,16.024,94.734,0,3.13,5.13165,0.334673136472702,0.3626455914684496
AU-ASM,21.945,25.114,18.775,264.432,344.917,15.587,94.74,0,2.146,4.5998199999999985,0.3237893283367157,0.363538044520005
AU-ASM,22.306,25.858,18.755,281.396,341.6040000000001,16.8,94.817,0,2.514,4.42318,0.31332969665527344,0.3640451806817517
AU-ASM,21.102,23.175,19.029,276.521,338.771,13.359000000000002,94.864,0,3.059,4.08472,0.30342456698417664,0.3642191035960273
AU-ASM,17.679000000000006,20.106,15.251,283.1040000000001,310.9790000000001,11.957,94.727,0,2.271,4.53441,0.29404333233833313,0.36411191690514944
AU-ASM,18.081,21.308000000000003,14.854,284.1670000000001,306.958,14.043,94.67,0,1.926,4.3251300000000015,0.2850179076194763,0.3637757242514769
AU-ASM,20.104,23.818,16.39,277.583,321.375,16.932000000000002,94.378,0,1.669,4.15998,0.2762989997863769,0.3632626292773489
AU-ASM,23.981,27.22300000000001,20.74,264.47900000000004,350.042,21.522,93.895,0,1.853,4.51283,0.26784375309944153,0.36262473562510295
AU-ASM,21.73,23.55,19.91,268.563,340.625,15.763,94.505,0,2.639,3.92152,0.2598802447319031,0.3619141469370761
AU-ASM,18.383,21.292,15.474,277.563,311.2290000000001,12.581,94.862,0,3.242,3.63609,0.25232160091400146,0.36118296685560536
AU-ASM,16.747,19.753,13.741,279.16700000000003,297,11.824000000000002,94.945,0,2.824,3.46256,0.24512244760990143,0.3604832990229727
AU-ASM,17.305999999999994,20.495,14.117,274.75,303.958,12.277,94.761,0,2.597,3.34942,0.2382258772850037,0.3598672470816353
AU-ASM,18.358,21.708,15.008,272.688,310.5,13.51,94.768,0,2.247,3.12474,0.231613963842392,0.3593869146738701
AU-ASM,20.146,23.927,16.366,266.625,324.708,15.263,94.822,0,2.39,3.03294,0.2252562493085861,0.35841138485922397
AU-ASM,21.216,24.755,17.677,262.896,330.667,16.183,94.818,0,2.513,2.89319,0.21917003393173212,0.35647022082693497
AU-ASM,20.166,23.334,16.997,260.60400000000004,323.313,14.755,94.858,0,2.817,2.86747,0.213389739394188,0.35385624641387753
AU-ASM,17.607,20.588,14.627,266.938,299.875,13.258,94.909,0,2.604,2.74602,0.20790964365005493,0.3508622854566697
AU-ASM,17.427,21.212,13.642,267.47900000000004,300.688,13.498,94.928,0,2.559,2.52447,0.2026735544204712,0.3477811617927031
AU-ASM,18.566,22.26,14.873,259.04200000000003,311.3540000000001,14.358,94.887,0,2.167,2.3455,0.19766756892204285,0.34490569925861525
AU-ASM,19.955,23.198,16.712,251.563,325.625,15.52,94.816,0,2.536,2.37737,0.1928830444812775,0.34252872169128035
AU-ASM,20.947,24.44400000000001,17.45,234.104,334.896,15.911,94.75,0,2.6910000000000003,2.1768,0.18830572068691256,0.3409430529275729
AU-ASM,20.801,23.914,17.687,250.417,327.5420000000001,16.201,94.702,0,2.681,2.2553400000000003,0.1839522421360016,0.33964750840036084
AU-ASM,20.274,22.733,17.814,214.75,334.7290000000001,14.679,94.708,0,2.338,2.311,0.17981818318367004,0.3379919451729441
AU-ASM,20.678,23.124,18.232,239.313,343.333,15.872,94.599,0,1.932,2.25739,0.17587734758853912,0.3360457495272385
AU-ASM,21.643,24.385,18.901,227.021,345.333,17.432000000000002,94.395,0,1.769,2.1441,0.17211148142814636,0.3338783077452507
AU-ASM,19.866,22.386,17.547,212.563,339.333,11.982,94.532,0,2.825,2.00463,0.16854384541511536,0.3315590061089873
AU-ASM,17.576,20.16,15.198,232.688,319.771,8.801,94.788,0,2.864,2.11105,0.16515152156352994,0.3291572309004551
AU-ASM,16.021,19.172,13.123,246.938,300.271,9.579,95.001,0,2.8,2.13451,0.16191712021827698,0.3267423684014616
AU-ASM,17.402,19.247,15.704,207.854,333.271,11.402,94.996,0,2.696,1.95871,0.15883618593215942,0.3243838048944191
AU-ASM,17.405,19.348,15.618,232,325.375,12.612,94.865,0,2.215,1.90116,0.15590181946754456,0.32215092666113343
AU-ASM,18.47,20.314,16.774,156.97899999999996,354.521,14.125,94.73,0,1.93,1.49569,0.15311084687709808,0.32011311998361125
AU-ASM,16.449,17.945,15.072,85.708,350.4380000000001,10.488,94.782,0,1.714,1.27932,0.15043684840202332,0.31833977114385914
AU-ASM,14.796,18.61,11.287,239.875,293.7920000000001,9.621,94.983,0,2.763,1.7895,0.14789581298828125,0.3169002664238838
AU-ASM,14.369000000000002,18.045,10.988,241.188,284.875,10.269,95.171,0,2.682,1.6726599999999998,0.14546945691108704,0.3156836044546538
AU-ASM,13.327,17.090999999999998,9.864,239.313,279.583,9.631,95.195,0,2.73,1.69087,0.14314550161361694,0.31452840510138796
AU-ASM,12.826,16.442999999999998,9.5,234.047,283.146,8.289,95.222,0,2.852,1.5698299999999998,0.14092066884040833,0.3134284864969148
AU-ASM,13.173,16.486,10.125,220.708,286.188,7.952000000000001,95.083,0,2.8110000000000004,1.55415,0.13880084455013275,0.3123776667741666
AU-ASM,13.447,16.154,10.956,194.646,303.146,8.062999999999999,95.173,0,2.879,1.4431200000000002,0.13677428662776947,0.3113697640660755
AU-ASM,14.138,17.164,11.353,228.25,294.2290000000001,9.316,95.349,0,2.943,1.41232,0.13485975563526156,0.3103985965055737
AU-ASM,14.133,16.851,11.632,186.188,300.75,11.265999999999998,95.334,0,2.722,1.27513,0.13302959501743314,0.30945798222551657
AU-ASM,14.855,17.987000000000005,11.973,155.333,322.625,11.435,95.145,0,2.506,1.22196,0.1313023567199707,0.30854173935899204
AU-ASM,17.73,21.709,14.363,209.917,314.6670000000001,12.482,95.021,0,2.406,1.26936,0.12968598306179047,0.3076436860388529
AU-ASM,17.865,22.162,14.229,217.354,312.9170000000001,14.227,95.05,0,2.012,1.08944,0.12814651429653168,0.30675764039803155
AU-ASM,18.453,22.605,14.939,215.979,316.375,14.453,94.899,0,1.98,1.19462,0.12667949497699738,0.3058774205694601
AU-ASM,18.756,22.697,15.42,210.833,317.75,15.156,94.592,0,1.714,1.21351,0.12528091669082642,0.30499684468599764
AU-ASM,19.93,23.923,16.552,200.104,325.9170000000001,15.809,94.584,0,1.861,1.11565,0.12394487112760544,0.3042797210702832
AU-ASM,15.403,18.187,13.047,209.104,306.1040000000001,10.380999999999998,94.946,0,2.87,1.18936,0.1226399689912796,0.3038583062724545
AU-ASM,13.329,16.587,10.572,220.875,283.875,8.329,94.985,0,2.971,1.18548,0.12136634439229964,0.3036790907670201
AU-ASM,12.678,15.94,9.917,220.958,278.72900000000004,7.92,95.018,0,2.904,1.04597,0.1201356127858162,0.30368856502848857
AU-ASM,9.719,11.685,8.055,109.729,296.333,5.8279999999999985,95.051,0,2.455,0.855183,0.1188371330499649,0.30383321953136805
AU-ASM,9.553,13.13,6.526,221.438,265.66700000000003,7.421,94.982,0,2.411,0.91713,0.1176413670182228,0.3040595447501879
AU-ASM,11.307,15.033,8.154,217.208,274.125,9.184,94.994,0,2.0980000000000003,0.919497,0.11654965579509736,0.3043140311594153
AU-ASM,12.028,16.517,8.229,218.563,274.72900000000004,9.978,95.171,0,2.438,0.863347,0.11553791165351868,0.3045431692335746
AU-ASM,11.267,15.154000000000002,7.978,220.438,268.72900000000004,8.716000000000001,95.173,0,2.448,0.83142,0.11453697085380556,0.3046934494471745
AU-ASM,10.539,14.33,7.331,221.063,263.396,8.642000000000001,95.057,0,2.247,0.807288,0.1135549694299698,0.3047113622747231
AU-ASM,11.331,15.255,8.01,220.417,266.063,10.043,95.1,0,2.285,0.772563,0.11263030767440796,0.30454339819072923
AU-ASM,13.284,17.546,9.677,213.688,283.0420000000001,10.792,95.078,0,2.092,0.8864360000000001,0.11177917569875716,0.30413604766965585
AU-ASM,14.731,18.996,11.123,211.208,290.063,12.208,94.933,0,1.823,0.802784,0.11097294837236404,0.3036041428391657
AU-ASM,15.939,19.928,12.564,206.729,298.271,13.869000000000002,94.699,0,1.706,0.805988,0.11019931733608246,0.30309130175051624
AU-ASM,17.307000000000002,21.433000000000003,13.817,198.479,315.75,15.441,94.654,0,1.765,0.761704,0.10945875942707065,0.3025871937637388
AU-ASM,17.274,21.123,14.018,161.39600000000004,331.667,14.829,94.641,0,1.636,0.568349,0.10873774439096452,0.30208148823886444
AU-ASM,17.43,19.329,15.824000000000002,66.063,362.167,12.300999999999998,94.702,0,1.733,0.517595,0.1080220490694046,0.3015638545358808
AU-ASM,12.798,12.536,13.019,28.021,370.5630000000001,1.4269999999999998,94.866,9.4,1.979,0.0398591,0.15098199248313904,0.30102396201490417
AU-ASM,10.026,10.428,9.686,34.896,354.792,1.471,94.938,5.4,3.305,0.0908526,0.17360781133174896,0.3004514800359236
AU-ASM,8.775,10.905,6.973,204.104,284.688,4.628,95.073,0.2,2.928,0.562372,0.17121942341327667,0.2998360779589702
AU-ASM,7.213999999999999,10.121,4.755,214.146,250.542,4.636,95.185,0,3.049,0.678096,0.16796915233135226,0.299136385076326
AU-ASM,8.142000000000001,11.086,5.65,212.625,254.729,5.045,95.272,0,2.852,0.791234,0.16484639048576355,0.2983277875978656
AU-ASM,8.013,11.073,5.425,213.854,252.042,5.334,95.247,0,2.98,0.662219,0.1618328094482422,0.29742509025993097
AU-ASM,8.707,12.342,5.6320000000000014,209.958,260.708,5.727,95.282,0,2.582,0.665821,0.15894761681556702,0.2964430977990933
AU-ASM,9.577,12.923,6.745,212.083,261.85400000000004,6.667000000000002,95.285,0,2.338,0.662537,0.15617652237415314,0.295396614951702
AU-ASM,11.021,14.812,7.812,208.917,270.563,8.12,95.289,0,1.942,0.5689850000000001,0.15353547036647794,0.2943004464541773
AU-ASM,12.628,17.051,8.885,208.854,276.79200000000003,10.228,95.237,0,2.582,0.547446,0.15101858973503113,0.2931693970429397
AU-ASM,11.816,15.292,8.874,206.938,277.396,7.394,95.134,0,2.277,0.657118,0.1485811173915863,0.2920182714544096
AU-ASM,11.896,15.162,9.132,209.25,273.563,8.449,94.944,0,2.056,0.610115,0.14623723924160004,0.2908618744249115
AU-ASM,12.609000000000002,16.775,9.083,206.646,275.271,10.317,94.899,0,1.774,0.587745,0.14400692284107208,0.2897150106910589
AU-ASM,13.585,18.035,9.819,206.542,283.688,10.789,94.971,0,2.341,0.46188,0.14187972247600555,0.2885924849891762
AU-ASM,12.039,15.14,9.416,194.292,286.396,6.095,95.091,0,2.6180000000000003,0.614689,0.13980574905872345,0.28750910205568386
AU-ASM,10.068,13.447,7.21,208.917,267.41700000000003,6.7029999999999985,95.088,0,2.551,0.517664,0.137785866856575,0.2864796666270023
AU-ASM,10.93,15.046,7.447,211.625,265.60400000000004,8.816,95.09,0,2.5340000000000003,0.509121,0.13588233292102814,0.28551898343947524
AU-ASM,12.778,17.115,9.109,210.167,273.688,10.991,95.126,0,2.226,0.629004,0.13409355282783508,0.2846418572296838
AU-ASM,13.605,18.014,9.875,207.917,281.9790000000001,11.496,95.053,0,2.377,0.491416,0.13239601254463196,0.2838630927339656
AU-ASM,14.867,18.164,12.078,203.708,297.9790000000001,10.126,94.998,0,2.883,0.498333,0.13077875971794128,0.2831780107464096
AU-ASM,15.417,18.884,12.483,188.833,308.063,10.103,94.956,0,2.8,0.477796,0.12924568355083466,0.2825630500867183
AU-ASM,14.902,18.046,12.242,204,292.9170000000001,10.335,95.035,0,2.228,0.541413,0.1277785748243332,0.28200469252973226
AU-ASM,13.720999999999998,17.159000000000002,10.812,189.75,308.333,7.286,95.131,0,1.952,0.525934,0.12637241184711456,0.2814894198502507
AU-ASM,15.363,17.965,13.161,107.625,344.9790000000001,8.263,94.749,0,1.543,0.488566,0.1250373125076294,0.28100371382319866
AU-ASM,18.384,19.782,17.202,90.271,360.958,12.472,94.324,0,1.449,0.351198,0.12376683205366136,0.2805340562233724
AU-ASM,18.615,22.369,15.162,197.521,320.5,14.618,94.199,0,1.973,0.545293,0.1225508525967598,0.2800669288256124
AU-ASM,18.088,21.34800000000001,15.089,182.375,322,12.113,94.961,0,2.036,0.490732,0.12137551605701448,0.2795888134047592
AU-ASM,16.148,18.38,14.095,197.813,310.688,10.697,95.13,0,2.445,0.583734,0.12021690607070926,0.27908619173565336
AU-ASM,16.31,19.259,13.598,188.125,319.1040000000001,12.126,94.739,0,2.187,0.614004,0.11910948157310484,0.2785455455930885
AU-ASM,14.209,16.84,11.788,201.125,300.771,8.686,95.275,0,2.522,0.5294300000000001,0.11800670623779295,0.2779533567519941
AU-ASM,12.643,14.533,10.904000000000002,168.938,309.813,8.437999999999999,95.535,0,2.421,0.5185109999999999,0.11689262092113496,0.27729610698716745
AU-ASM,11.936,14.569,9.513,208.583,280.458,8.854,95.472,0,2.656,0.459667,0.11581946909427646,0.2765878533377495
AU-ASM,11.668,13.857,9.654,195.958,291.063,8.847999999999997,95.286,0,3.222,0.455146,0.11476606875658037,0.2758554941763288
AU-ASM,11.59,14.23,9.161,182.208,298.688,9.457,95.288,0,2.815,0.352525,0.11376182734966278,0.27510477327791816
AU-ASM,14.333,15.24,13.498,102.042,345.639,10.366,95.09,0,2.472,0.434652,0.1128215566277504,0.274341434417466
AU-ASM,12.463,13.128,11.852,48.542,357.583,5.817,94.953,1,2.096,0.203423,0.11651811748743054,0.2735712213701121
AU-ASM,12.329,14.443,10.384,143.10399999999996,326.458,4.752,95.075,0,2.755,0.420057,0.11544190347194672,0.272799877910806
AU-ASM,11.958,14.62,9.508,182.708,313.396,4.67,95.193,0,2.331,0.34339200000000003,0.11441243439912796,0.2720331478145601
AU-ASM,13.545,17.339000000000002,10.054,209.417,309.271,7.7810000000000015,95.046,0,1.807,0.395079,0.11348503082990644,0.27127677485638696
AU-ASM,14.841,18.408,11.559,210.354,299.6040000000001,9.783,95.036,0,2.003,0.363167,0.11261387914419176,0.2705365028112384
AU-ASM,14.546,18.273,11.117,215.375,295.188,9.425,95.115,0,2.347,0.31916700000000003,0.11177776008844376,0.2698180754542501
AU-ASM,13.495,16.869,10.392,217.292,290.688,7.9929999999999986,95.121,0,2.55,0.32858000000000004,0.1109524667263031,0.2691272365603725
AU-ASM,12.487,16.340999999999998,8.941,223.021,276.563,9.96,95.078,0,2.51,0.213722,0.11015206575393675,0.2684697299046179
AU-ASM,11.696,15.739,7.977,227.563,267.72900000000004,10.486,95.053,0,2.582,0.142833,0.10937324911355972,0.2678332065108221
AU-ASM,12.592,16.509,8.988,223.917,279.41700000000003,9.725,94.969,0,2.395,0.136822,0.108648382127285,0.2672006567415132
AU-ASM,12.591,16.314,9.166,226.708,272.458,10.797,94.975,0,2.249,0.14714000000000002,0.10795335471630096,0.2665708333796901
