sitename,TA_F,TA_F_DAY,TA_F_NIGHT,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,GPP_NT_VUT_REF,wscal,fpar
AU-ASM,29.954,32.55,26.616,268.54200000000003,420.479,25.43,93.722,6.6,2.004,0.486417,0.11798596382141112,0.1985001780077209
AU-ASM,28.29,32.405,23,258.188,416.646,21.083,94.14,3.8,2.048,1.0631706,0.1323525458574295,0.2009957853235237
AU-ASM,27.857,31.034,23.773000000000003,218.667,419.417,18.545,94.222,8.4,2.112,1.569493,0.16738814115524292,0.2035259887284793
AU-ASM,31.225,34.421,27.116,301.063,423.1880000000001,30.037,93.906,1.2,1.835,0.6683214399999999,0.16684983670711517,0.20595571385930672
AU-ASM,30.266,32.665,27.182,256.41700000000003,427.542,24.684,93.947,0,2.233,0.3326102,0.1608118712902069,0.2081498863533661
AU-ASM,27.427,29.554,24.69400000000001,276,409.75,14.959,94.159,3.4,2.3040000000000003,0.6917409999999999,0.17103515565395355,0.2099734318478066
AU-ASM,26.627,28.343000000000004,24.422,274.646,419.167,12.61,94.35,24.8,2.718,0.551747,0.2804650366306305,0.2112912759797776
AU-ASM,22.8,22.846,22.74,150.22899999999996,400.708,12.035,94.592,4.8,2.617,0.445899,0.2912520468235016,0.21258500475202924
AU-ASM,25.199,26.549,23.462,278.91700000000003,391.542,20.26,94.563,0,2.617,0.698512,0.27903446555137634,0.2143080302659185
AU-ASM,28.249,30.232,25.7,338.7290000000001,385.1880000000001,29.699,94.476,0,2.815,1.11947,0.26727887988090515,0.21628301730667465
AU-ASM,27.968000000000004,30.717,24.432,368.521,360.042,32.092,94.378,0,2.943,0.973861,0.2560970187187195,0.21833263065901584
AU-ASM,27.865,29.854,25.307,322.75,376.979,31.335,94.294,0,3.085,0.864864,0.24551525712013245,0.22027953510815784
AU-ASM,27.267,29.245,24.725,230.479,395.167,28.108,94.171,0,3.073,0.995556,0.23549360036849976,0.22194639543915992
AU-ASM,30.464,32.476,27.879,344.8540000000001,393.6880000000001,36.314,93.985,0,2.232,1.02104,0.2258743047714233,0.22315587643708132
AU-ASM,30.165,32.58,27.06,264.10400000000004,406.896,30.968000000000004,93.913,0,2.218,0.868743,0.21675007045269007,0.2237306428869815
AU-ASM,31.713,34.544000000000004,28.072,336.12,384.333,37.672,94.077,0,2.631,0.751175,0.20803043246269223,0.2237115799025272
AU-ASM,32.065,34.986999999999995,28.308000000000003,295.688,396.875,40.781,94.019,0,2.605,0.774868,0.1997513622045517,0.2232976688608697
AU-ASM,32.587,35.16,29.28,278.646,406.917,40.575,93.876,0,2.14,0.785192,0.19190055131912231,0.22254871894244155
AU-ASM,32.415,34.815,29.329,290.9170000000001,417.396,36.405,93.569,0,1.909,0.662563,0.18447363376617432,0.2215245393275833
AU-ASM,31.635,33.444,29.309,274.708,427.021,31.894,93.731,0.4,2.222,0.718329,0.1793437898159027,0.2202849391966545
AU-ASM,32.1,33.982,29.681,288.5420000000001,411.375,34.19,93.566,0,2.01,0.547042,0.17259804904460907,0.2188897277300147
AU-ASM,31.476,33.824,28.457,339.021,392.9380000000001,36.913,93.723,0,3.471,0.516833,0.1662074476480484,0.21739871410802328
AU-ASM,30.044,31.683000000000003,27.936,375.5,363.604,34.854,93.752,0,3.974,0.510628,0.16020584106445312,0.21587170751103987
AU-ASM,28.983,31.431,25.834,359.833,366.792,32.424,93.727,0,3.484,0.509267,0.15451714396476746,0.21436851711930144
AU-ASM,29.405,31.531,26.67,265.79200000000003,394.729,29.708,93.532,0,2.619,0.593725,0.14911463856697085,0.2129489521134218
AU-ASM,30.652,33.32,27.222,295.813,394.75,35.384,93.279,0,2.1630000000000003,0.476271,0.14394012093544006,0.2116728216736337
AU-ASM,32.029,34.464,28.898000000000003,262.54200000000003,399.417,38.558,93.139,0,2.073,0.430712,0.13899488747119906,0.2105999349802964
AU-ASM,33.501999999999995,35.671,30.713,337.917,399.208,42.826,93.222,0,3.0210000000000004,0.359372,0.13426260650157928,0.2092800874537675
AU-ASM,30.55,31.526,29.296,360.896,372.5,34.91,93.908,0,3.794,0.223584,0.12986554205417633,0.2073145467526077
AU-ASM,27.101,28.923,24.759,387.146,329.0630000000001,31.111,93.963,0,3.673,0.0834068,0.12570884823799133,0.2048403304144814
AU-ASM,26.246,29.175,22.481,383.417,329.5630000000001,30.447,93.777,0,2.905,0.287163,0.1217128336429596,0.2019944559768043
AU-ASM,27.699,30.591,23.981,376.417,340.146,34.743,93.671,0,2.245,0.445317,0.11785493046045303,0.1989139409777239
AU-ASM,30.69,33.88,26.589,371.3130000000001,358.667,42.065,93.453,0,2.404,0.284501,0.11409208923578262,0.1957358029546813
AU-ASM,30.857,32.824,28.329,343.146,385.4380000000001,34.518,93.513,0,4.131,-0.03488669999999998,0.11051265150308608,0.1925970594453409
AU-ASM,25.477,26.799,23.778,374.625,332.8540000000001,27.089,94.024,0,3.625,0.270096,0.10717657208442688,0.18963472798736689
AU-ASM,23.9,26.367,20.729,380.167,318.208,25.854,94.2,0,2.793,0.196738,0.10398948937654497,0.18698582611842351
AU-ASM,24.929,27.645,21.436,374.646,329.208,27.545,94.343,0,2.6210000000000004,0.318995,0.10093355923891068,0.1847873713761753
AU-ASM,26.6,29.75,22.55,370.729,340.021,31.29,94.326,0,2.418,0.333945,0.09799478203058244,0.18317638129818067
AU-ASM,27.022,29.43,23.928,367.292,345.333,30.969,94.356,0,2.795,0.181155,0.09520117938518524,0.1822898734223816
AU-ASM,26.749,28.636,24.323,356.542,353.125,30.475,94.325,0,2.492,0.114092,0.09255526959896088,0.18186819941262508
AU-ASM,28.075,29.926,25.695,362.271,350.375,33.263000000000005,94.334,0,2.5580000000000003,0.253328,0.09003045409917831,0.18155709990308216
AU-ASM,30.435,32.699,27.526,352.625,368.375,39.44,94.407,0,2.4,0.199082,0.08760091662406921,0.1813516758866627
AU-ASM,30.282,33.486999999999995,26.163,357.917,355.6880000000001,40.19300000000001,94.337,0,2.425,0.22694,0.08529450744390488,0.18124702835627649
AU-ASM,30.977,34.928000000000004,26.308000000000003,360.646,362.667,42.269,94.179,0,2.75,0.132813,0.08309727162122726,0.1812382583048332
AU-ASM,32.061,35.179,28.376,327.333,391.083,41.572,94.068,0,2.437,0.31855300000000003,0.08103057742118835,0.18132046672525315
AU-ASM,30.19400000000001,32.992,26.887,276.583,400.542,31.946,93.99,0,2.479,0.0968043,0.07913675159215927,0.18148875461043207
AU-ASM,30.748,34.624,26.167,326.271,394.5630000000001,34.16,94.083,0,2.403,0.384828,0.07734452933073044,0.18173822295328307
AU-ASM,31.691,35.169000000000004,27.58,292.813,409.375,35.901,94.207,1.8,2.249,0.425872,0.08406054973602295,0.18206397274671576
AU-ASM,30.529,34.165,26.232,282.813,410.021,29.735,94.066,5,2.314,0.040944,0.10537794977426528,0.18246110498363988
AU-ASM,29.216,31.285,26.77,225.792,415.646,26.267,94.089,2,3.075,-0.0963372,0.11166184395551684,0.18292472065696527
AU-ASM,22.818,23.798,21.659,144.97899999999996,396.4380000000001,8.059,94.357,0.8,3.128,-0.395302,0.11215120553970336,0.1834499207596018
AU-ASM,24.802,27.032,22.168000000000006,301.708,374.875,15.8,94.362,0,2.523,-0.127498,0.1089235171675682,0.1840318062845097
AU-ASM,27.236,28.99,25.163,247.313,391.479,20.77,94.2,0,2.5610000000000004,0.48248,0.10590709000825882,0.18466547822450172
AU-ASM,26.972,28.515,25.149,270.97900000000004,411.75,15.894,94.006,0,2.56,0.702746,0.10312554240226746,0.18534603757253376
AU-ASM,28.927,30.436,27.143,227.542,419.167,19.31900000000001,93.727,0,2.142,0.640849,0.1005411297082901,0.1860685853215156
AU-ASM,23.346,22.761,24.038,33.292,407,5.952000000000001,93.794,17.6,1.557,0.102534,0.180251345038414,0.18708175749095332
AU-ASM,25.233,27.587,22.451,242.521,409.771,9.749,93.638,15.8,1.871,0.779449,0.2475923001766205,0.1885771842286421
AU-ASM,25.603,26.901,24.068,273.313,418.792,9.607,93.518,23.6,2.069,1.28881,0.2816563546657562,0.1904644577199245
AU-ASM,23.044,24.437,21.399,179.938,419.896,4.599,93.464,16.6,2.539,1.01361,0.31572040915489197,0.1926531701503356
AU-ASM,18.48,19.091,17.758,120.542,400.104,2.7910000000000004,93.78,14.6,2.9560000000000004,0.54013,0.37187233567237854,0.1950529137048476
AU-ASM,20.043,20.934,18.99,136.333,396.146,5.602,93.997,0,2.692,0.79084,0.3577798306941986,0.1975732805689744
AU-ASM,22.635,23.557,21.632,172.083,407.646,9.189,94.325,0.2,3.187,1.1184,0.34507161378860474,0.20012386292805848
AU-ASM,24.764,25.626,23.827,241.646,407.542,16.634,94.495,0,3.912,1.3872799999999998,0.3318966329097748,0.20261425296744293
AU-ASM,24.126,25.714,22.401,333.25,349.333,19.315,94.56,0,3.674,1.4574,0.3193245530128479,0.2049540428724705
AU-ASM,22.85,25.032,20.479,337.667,327.4790000000001,19.196,94.404,0,3.42,1.58974,0.3073721826076508,0.20705282482848383
AU-ASM,22.816,25.407,20,342.896,326.563,19.986,94.259,0,2.977,1.7463400000000002,0.2959727048873901,0.2088201910209568
AU-ASM,23.919,26.967,20.607,333.4790000000001,341.1880000000001,20.458,94.376,0,2.897,1.7127599999999998,0.28506380319595337,0.21016573363493168
AU-ASM,24.775,27.547,21.761,329,347.458,22.419,94.422,0,2.727,1.8484,0.2746695280075073,0.21150008469417195
AU-ASM,25.838,28.44,23.011,315.813,353.1880000000001,25.03,94.415,0,2.732,1.85784,0.26475977897644043,0.2132390040051053
AU-ASM,25.901,27.893,23.735,175.021,382.979,24.808000000000003,94.368,0,2.3080000000000003,1.72002,0.2553667128086089,0.21529977542731327
AU-ASM,27.565,29.801,25.133000000000006,283.896,395.6880000000001,25.811,94.144,0,2.432,1.98255,0.24638286232948303,0.2175996828203781
AU-ASM,27.004,28.95,24.888,265.25,383.021,21.451,93.966,0,2.263,2.1894400000000003,0.2378850132226944,0.22005601004388128
AU-ASM,26.64,29.219,23.837,233.875,386.146,18.664,93.736,0,2.576,2.26062,0.2298117130994797,0.22258604095761603
AU-ASM,25.494,27.3,23.531,196.125,397.042,15.797,93.78,0,3.85,2.21484,0.22220511734485623,0.22510705942073744
AU-ASM,24.867,26.201,23.417,290.25,392.917,16.1,93.993,0,4.529,1.89382,0.21501098573207847,0.227536349293036
AU-ASM,25.053,25.712,24.336,158.417,407.271,13.321,94.068,0,3.122,1.9751,0.20819036662578583,0.2297911944340933
AU-ASM,25.483,27.398000000000003,23.401,252.146,381.458,15.663,93.893,0,2.799,2.3919900000000003,0.2016763389110565,0.2317888787034913
AU-ASM,26.143,27.863000000000003,24.273000000000003,235.688,389.708,15.428,93.727,0,2.056,2.04721,0.19547875225543976,0.2334466859608119
AU-ASM,27.199,29.551,24.642,255.146,394.615,19.758,93.898,0,2.6630000000000003,2.20231,0.18954962491989136,0.2346819000656369
AU-ASM,25.788,26.925,24.552,264.583,388.792,19.641,94.187,0,2.917,2.16877,0.18397381901741028,0.2356880906470631
AU-ASM,21.96,22.698,21.157,200.667,359.021,17.78,94.561,0,3.1660000000000004,2.32084,0.1787271648645401,0.23670158528023616
AU-ASM,19.884,22.534,17.004,317.646,311.5,15.483,94.658,0,2.907,2.15146,0.1737312525510788,0.2377038047442735
AU-ASM,20.63,23.387,17.634,314.458,314.896,16.809,94.685,0,2.855,1.86926,0.1689629107713699,0.2386761698182096
AU-ASM,22.394,25.412,19.113,305.1040000000001,331.3540000000001,19.301,94.678,0,2.584,1.64914,0.1643933802843094,0.23960010128107875
AU-ASM,23.765,26.58,20.704,304.646,338.708,21.358,94.715,0,2.548,1.64355,0.16001537442207334,0.2404570199119157
AU-ASM,25.058000000000003,28.208,21.635,299.5,351.917,23.548,94.672,0,2.424,1.39924,0.15580540895462036,0.2412283464897546
AU-ASM,25.403,28.392,22.153,271.958,359.583,22.605,94.629,0,2.224,1.20807,0.1517755687236786,0.2418955017936809
AU-ASM,25.811,29.075,22.264,272.521,358.833,24.309,94.593,0,2.0340000000000003,1.07412,0.14790360629558566,0.24243990660261644
AU-ASM,26.925,30.02,23.561,289.9170000000001,361.875,26.298,94.685,0,2.156,0.908111,0.14417172968387604,0.242842981695656
AU-ASM,27.914,31.136,24.413,288.5,364,29.117,94.657,0,1.995,0.8899889999999999,0.1405722200870514,0.243086147851834
AU-ASM,28.414,31.682,24.863000000000003,287.458,368.083,30.763,94.75,0,2.229,1.01244,0.13711923360824585,0.24315082585018483
AU-ASM,29.459,32.167,26.516,270.438,385,33.168,94.649,0,1.689,0.947344,0.13380877673625946,0.2429046208340468
AU-ASM,29.894,32.828,26.705,271.646,390.49300000000005,32.943000000000005,94.518,0,1.758,0.912997,0.13063137233257294,0.24226824735549837
AU-ASM,29.477,31.869,27.086,281.4790000000001,380.271,31.519,94.604,0,2.235,1.12389,0.1276208758354187,0.2413027903066849
AU-ASM,27.605,30.465,24.745,246.417,374.0630000000001,28.199,94.76,0,2.403,0.8953270000000001,0.12477730214595796,0.2400693345796392
AU-ASM,26.107,27.988000000000003,24.227,266.29200000000003,369.4380000000001,22.376,94.83,0,3.15,0.791764,0.12210534512996676,0.2386289650667161
AU-ASM,25.001,27.158,22.844,257.313,364.271,21.571,94.823,0,2.441,0.898912,0.11956779658794404,0.2370427666599685
AU-ASM,22.712,23.84,21.584,209.063,358.375,18.906,95.04,0,3.301,0.478212,0.1171739548444748,0.2353718242515413
AU-ASM,18.985,19.327,18.642,144.47899999999996,348.7290000000001,15.163,95.306,0,4.088,0.525359,0.11488226801156998,0.23367722273358
AU-ASM,18.738,19.713,17.762,275,318.938,16.686,95.206,0,4.0310000000000015,0.614467,0.11270329356193542,0.2320200469982295
AU-ASM,13.104,12.615,13.593,39.417,359.917,6.598,95.285,16.8,2.395,0.24970214,0.1888016015291214,0.23046138193763505
AU-ASM,16.099,17.401,14.796,127.625,367.917,4.487,95.134,0.4,2.507,0.358442,0.18527774512767792,0.2290623124438336
AU-ASM,20.02,22.269,17.772000000000006,266.188,348.292,8.735,95.009,0.2,2.029,0.6532819999999999,0.18095225095748896,0.22788392340920752
AU-ASM,21.887,24.929,18.845,264.521,342.4790000000001,13.778,94.954,0,2.57,0.727336,0.17586342990398407,0.2266340441197493
AU-ASM,22.266,25.095,19.438,271.333,332.083,17.153,94.886,0,3.2030000000000003,0.774151,0.17101365327835086,0.2250515098006889
AU-ASM,21.881,25.173,18.59,268.583,332.6880000000001,16.828,94.716,0,2.91,0.983331,0.166396364569664,0.22324391425284185
AU-ASM,22.355,25.429,19.28,266.938,335.583,17.489,94.554,0,2.555,1.08073,0.16200120747089386,0.22131885127702383
AU-ASM,23.035,25.931,20.14,263.25,335.875,20.198,94.505,0,2.244,0.973667,0.1578173786401749,0.21938391467405052
AU-ASM,23.381,26.877,19.885,261.146,335.9380000000001,21.787,94.506,0,2.385,0.944376,0.15383099019527435,0.2175466982445917
AU-ASM,24.527,27.32,21.735,240.479,363.1880000000001,22.508000000000006,94.007,0,2.064,0.996444,0.1500435173511505,0.21591479578977624
AU-ASM,21.251,22.391,20.11,120.375,388,10.192,94.306,2.8,2.8160000000000003,0.7624029999999999,0.1595572680234909,0.2145958011102612
AU-ASM,17.387,17.945999999999994,16.828,84.167,374.875,2.9610000000000003,94.692,11.8,2.542,0.403305,0.2106487601995468,0.21340088849591715
AU-ASM,17.329,18.098,16.561,78.646,365.75,5.294,94.925,0.4,2.587,0.515069,0.206611767411232,0.21208763191862595
AU-ASM,14.223,16.725,11.720999999999998,263.47900000000004,288.021,7.53,95.128,0,2.754,0.990637,0.2009226232767105,0.2106832247022204
AU-ASM,13.48,16.642,10.318,263.72900000000004,280.91700000000003,8.854,95.125,0,2.716,0.8401620000000001,0.19549688696861267,0.20921486017053303
AU-ASM,14.95,18.083,11.817,258.313,292.083,9.461,95.024,0,2.545,0.887383,0.19031955301761627,0.2077097316472708
AU-ASM,15.63,18.628,12.632,254.75,296.125,10.016,94.974,0,2.605,0.8920299999999999,0.1853911578655243,0.2061950324565186
AU-ASM,16.039,18.736,13.341,249.313,296.583,11.06,94.882,0,2.551,0.721712,0.18070803582668304,0.2046979559219852
AU-ASM,17.581,21.06,14.101,250.583,306.938,12.997,94.741,0,2.14,0.841623,0.17625167965888974,0.20324569536750323
AU-ASM,19.584,23.947,15.569,247.792,316.813,15.533,94.855,0,2.339,0.5870890000000001,0.17200729250907898,0.20186544411690557
AU-ASM,19.956,23.427,16.764,246.583,317.021,15.252,95.054,0,3.156,0.496778,0.16800707578659058,0.2005843954940248
AU-ASM,18.516,20.998,16.232,246.146,307.021,11.955,95.009,0,2.957,0.722704,0.16424891352653506,0.1994297428226937
AU-ASM,16.268,18.979,13.774,249.854,290.625,11.496,95.012,0,2.658,0.646939,0.16070154309272766,0.1984286794266689
AU-ASM,14.394,18.575,10.548,251.938,278.563,12.147,94.879,0,2.49,0.17029582,0.15734849870204926,0.19753768563729185
AU-ASM,16.17,20.278,12.39,248.729,285.333,15.087,94.738,0,2.045,0.623631,0.1541842669248581,0.1966903277132724
AU-ASM,17.695999999999994,22.52,13.257,243.333,296.771,17.271,94.618,0,2.042,0.485907,0.1511905938386917,0.1958794278698835
AU-ASM,19.22,24.01,14.814,235.688,306.2920000000001,19.208,94.57,0,1.924,0.505678,0.14835311472415924,0.19509780832239795
AU-ASM,20.179,24.851,15.88,236.479,310.75,20.523000000000003,94.764,0,2.095,0.308889,0.14566420018672946,0.19433829128608887
AU-ASM,21.022,25.587,16.822,235.167,317.1670000000001,20.954,94.82,0,2.44,0.381135,0.1431138813495636,0.1935936989762289
AU-ASM,21.471,25.673,17.605,228.604,327.583,19.743,94.828,0,2.488,0.379307,0.14069941639900208,0.19285685360803
AU-ASM,20.057,23.846,16.572,228.771,319.208,16.669,94.883,0,2.76,0.521976,0.138427734375,0.19212057739688712
AU-ASM,18.327,21.504,15.404000000000002,227.875,307.875,13.664,95.077,0,3.063,0.529801,0.13627803325653076,0.1913776925580116
AU-ASM,15.592,18.73,12.705,232.271,289.1670000000001,11.765999999999998,95.237,0,2.758,0.538615,0.13421973586082458,0.1906210213066764
AU-ASM,12.845999999999998,16.268,9.697,238.75,268.396,10.153,95.235,0,2.862,0.452771,0.13222584128379822,0.18984338585815444
AU-ASM,12.678,16.223,9.416,237.208,268.583,10.514,95.013,0,2.407,0.490408,0.1303214281797409,0.1890376084277186
AU-ASM,13.947,17.942999999999994,10.565,236.583,270.16700000000003,13.112,94.963,0,2.257,0.479702,0.12852612137794495,0.1881119743971653
AU-ASM,14.906,19.499,11.02,231.333,278.333,14.778,95.048,0,2.324,0.5105109999999999,0.1268220096826553,0.18700974307909
AU-ASM,16.933,20.976,13.512,213.292,294.708,16.304000000000002,95.153,0,2.89,0.301509,0.1251942366361618,0.18577619758529704
AU-ASM,15.99,18.599,13.782,218.313,295.833,13.598,95.13,0,2.745,0.288377,0.12360788881778716,0.18445662102731925
AU-ASM,14.732,18.341,11.678,227.646,279.396,12.735,95.129,0,2.8160000000000003,0.293899,0.122072272002697,0.1830962965167745
AU-ASM,14.912,18.635,11.762,223.917,284.021,12.43,95.128,0,2.696,0.334032,0.12058765441179276,0.1817405071652808
AU-ASM,17.021,20.865,13.769,189.958,311.7920000000001,13.538,94.984,0,2.344,0.307676,0.11916227638721465,0.1804345360844558
AU-ASM,12.605,14.203,11.253,226.854,269.79200000000003,9.358,95.266,0,4.181,0.422525,0.1176752746105194,0.17922366638591755
AU-ASM,10.88,13.843,8.373,224.25,265.875,7.8039999999999985,95.422,0,3.032,0.340642,0.11621309816837312,0.17815318118120188
AU-ASM,11.2,14.807,8.147,223.229,271.833,7.963999999999999,95.339,0,2.787,0.189602,0.11480191349983215,0.17726836358210793
AU-ASM,13.198,16.634,10.29,219.333,284.083,8.6,95.232,0,3.11,0.172557,0.11344800144433977,0.1766144967001581
AU-ASM,14.823,16.589000000000002,13.329,213.958,300.7920000000001,9.437,95.265,0,3.761,0.0200052,0.11210872232913972,0.1762368636469702
AU-ASM,12.084,14.45,10.082,220.896,268.438,8.635,95.296,0,3.588,0.0309312,0.1107393130660057,0.17598603883445813
AU-ASM,13.423,15.93,11.302,212.542,288.438,9.01,95.14,0,3.305,0.08694960000000003,0.10940738767385484,0.17570791366382635
AU-ASM,16.567,19.14,14.390999999999998,148.424,322.688,10.518,94.852,0,2.6860000000000004,0.234386,0.10811964422464372,0.17544074673062862
AU-ASM,15.343,17.916,13.165,175.521,314.375,8.443,94.844,0,2.301,0.236965,0.10680675506591795,0.1752227966304036
AU-ASM,13.311,16.953,10.229,213.125,284.896,8.873,94.836,0,2.477,0.308471,0.10546503216028214,0.1750923219587439
AU-ASM,11.968,15.035,9.373,193.125,293.521,5.905,94.843,0,2.461,0.251176,0.10408305376768112,0.1750875813111826
AU-ASM,12.116,15.899,8.916,212.208,279.708,8.086,94.916,0,2.403,0.233313,0.10271160304546356,0.1752468332832734
AU-ASM,11.205,14.718,8.232999999999999,215,272.91700000000003,7.475,94.979,0,2.701,0.290445,0.10132134705781937,0.17560833647056998
AU-ASM,11.382,14.287,8.924,211.125,277,6.924,94.951,0,2.373,0.257869,0.09992963820695876,0.17622271676801174
AU-ASM,11.37,13.565,9.513,159.917,309.958,6.994,95.055,0,2.279,0.26158400000000004,0.09853550791740416,0.177086861979857
AU-ASM,12.524,14.880999999999998,10.529000000000002,209.646,288.521,7.667000000000002,95.143,0,2.358,0.303231,0.09718026965856552,0.17815842356573458
AU-ASM,10.470999999999998,13.865,7.6,212.896,266.16700000000003,8.419,95.14,0,2.242,0.317888,0.09582626819610596,0.1793950529849952
AU-ASM,10.611,13.06,8.538,188.833,289.2920000000001,9.464,95.062,0,2.217,0.271992,0.09448055922985076,0.18075440169725213
AU-ASM,12.323,14.833,10.198,202.104,291.2920000000001,10.675,94.835,0,1.817,0.34262,0.093193918466568,0.1821941211620376
AU-ASM,15.339,17.969,13.114,134.875,339.208,13.85,94.717,0,1.335,0.370951,0.09197694808244704,0.1836718628388836
AU-ASM,18.633,20.95,16.673,156.667,338.1880000000001,16.561,94.19,0,1.86,0.291091,0.09081081300973892,0.18514527818732232
AU-ASM,20.28,23.711,17.377,195.063,330.208,17.244,93.717,0,2.103,0.34491700000000003,0.08968111127614975,0.1865720186668858
AU-ASM,20.201,22.59,18.179,101.5,366.771,14.061,94.055,0,1.656,0.2101112,0.08859222382307053,0.1879097357372127
AU-ASM,17.172,19.825,14.928,202.667,300.7290000000001,12.456,94.989,0,2.744,0.273647,0.08753800392150879,0.1891160808576096
AU-ASM,12.524,16.105,9.494,212.292,270.708,10.359000000000002,95.5,0,2.622,0.220307,0.08649276942014694,0.19014870548772408
AU-ASM,11.630999999999998,15.225,8.59,211.604,270.22900000000004,8.463,95.495,0,2.6460000000000004,0.200163,0.0854843333363533,0.1912428730765877
AU-ASM,12.075,15.607,9.087,212.417,268.625,9.621,95.272,0,2.487,0.193443,0.08453543484210968,0.1926224620616219
AU-ASM,12.813,16.425,9.757,211.917,268.521,11.723,94.939,0,1.933,0.239056,0.08365511149168015,0.19422804638494315
AU-ASM,15.601,19.831,12.022,209,285.188,15.579,94.418,0,2.336,0.39914608,0.08287061750888823,0.19600019998866808
AU-ASM,11.333,12.685,10.188,206.646,268.97900000000004,8.121,95.117,0,3.929,0.220376,0.08203776925802231,0.19787949681507244
AU-ASM,9.089,11.811,6.785,212.375,254.563,7.245,95.553,0,3.2030000000000003,0.159866,0.08124855905771255,0.19980651080595604
AU-ASM,8.038,10.761,5.733,212.833,250.271,6.643,95.685,0,3.3710000000000004,-0.0322183,0.08049841225147247,0.20172181590358823
AU-ASM,8.827,11.841,6.277,213.125,251.313,8.193999999999999,95.563,0,3.58,0.0280859,0.07984902709722519,0.2035659860500857
AU-ASM,9.013,12.402,6.146,210.729,258.91700000000003,8.021,95.347,0,2.999,0.0588407,0.0792870968580246,0.2052795951875648
AU-ASM,10.675,14.03,7.836,206.813,274.083,8.347999999999999,95.108,0,2.46,0.22105300000000008,0.07884098589420319,0.2068032172581424
AU-ASM,13.31,16.658,10.477,203.542,286.9790000000001,12.554,94.821,0,1.908,0.304052,0.07852642983198166,0.20807742620393505
AU-ASM,14.815,19.027,11.25,203.813,291.521,13.879,94.666,0,2.237,0.219437,0.07832589745521545,0.2090427959671252
AU-ASM,12.444,16.055,9.388,205.063,280.75,9.232,94.93,0,2.322,0.24804,0.07815448194742203,0.2100257884354585
AU-ASM,10.297,12.986,8.022,210.625,266.833,7.232,95.331,0,2.61,0.209582,0.07797357439994812,0.2113416783227066
AU-ASM,8.683,11.549,6.257999999999999,216.563,251.521,6.796,95.37,0,3.0380000000000003,0.168163,0.07780073583126068,0.21291425880963688
AU-ASM,8.691,11.777,5.852,217.479,249.333,7.612999999999999,95.317,0,3.157,0.14043599999999998,0.0776856318116188,0.21466732307701672
AU-ASM,9.082,11.742,6.635,216.708,252.458,7.601,95.401,0,3.431,-0.00728013,0.0776134580373764,0.2165246643056135
AU-ASM,10.299,12.628,8.157,216.688,256.333,8.38,95.441,0,3.522,0.00201314,0.07761076837778091,0.2184100756761946
AU-ASM,9.065,11.988,6.3770000000000016,218.896,249.25,8.266,95.191,0,2.908,0.0945474,0.07761889696121216,0.22024735036967605
AU-ASM,10.105,14.147,6.386,217.667,258.91700000000003,9.766,94.865,0,2.407,0.0996675,0.07772696018218994,0.2219602815665143
AU-ASM,14.034,18.11,10.283,212.063,284.396,12.269,94.403,0,1.93,0.4087686,0.07795290648937225,0.22347266244763253
AU-ASM,14.829,19.577,10.461,210.188,284.9790000000001,14.062,94.466,0,2.018,0.51562288,0.07821677625179291,0.22470828619379812
AU-ASM,16.05,19.767,12.630999999999998,212.104,288.2290000000001,15.514,94.458,0,2.227,0.4026554000000001,0.07849235832691193,0.22559094598577856
AU-ASM,16.808,20.749,13.181,179.021,309.218,16.105999999999998,94.274,0,2.477,0.5553397999999999,0.07878461480140686,0.2260444350043411
AU-ASM,19.597,22.236,17.169,101.292,356.715,15.351,94.154,0,1.776,0.172924,0.07908972352743149,0.2260708162086385
AU-ASM,15.341,17.766,13.111,139.167,326.0420000000001,9.546,94.57,0,2.216,0.223021,0.07933306694030763,0.22577579319820024
AU-ASM,13.380999999999998,16.082,10.895,197.604,301.7290000000001,7.851,94.891,0,2.419,0.278562,0.07953326404094696,0.2252386201144672
AU-ASM,11.167,14.137,8.434,225.063,262.438,8.671,95.322,0,2.954,0.124583,0.07967138290405272,0.22453855109881304
AU-ASM,10.144,13.474,7.08,222.229,260.708,9.024,95.224,0,2.476,0.206301,0.07978007197380066,0.223754840292624
AU-ASM,11.265999999999998,15.547,7.327000000000001,220.354,270.396,10.664,95.064,0,2.152,0.3423,0.07994116097688675,0.2229667418372862
AU-ASM,11.904000000000002,16.234,7.921,222.521,270,11.587,95.132,0,2.8510000000000004,0.195907,0.08010397106409073,0.22225350987418585
AU-ASM,11.302,14.726,8.152999999999999,222.813,268.75,9.807,95.324,0,2.901,0.163712,0.0802062451839447,0.22169439854470904
AU-ASM,10.193,12.807,7.787000000000001,225.146,261.688,8.421,95.476,0,3.006,0.198991,0.08022615313529967,0.22091523895846787
AU-ASM,10.264,13.191,7.5710000000000015,228.333,258.833,8.746,95.478,0,3.262,0.0790414,0.08023910969495772,0.2195604788675141
AU-ASM,11.399,15.013,8.074,228.063,266.333,9.325,95.2,0,3.253,0.0806224,0.08028502017259598,0.2177372973765148
AU-ASM,12.605,16.236,9.264,225.271,276.29200000000003,10.414,94.977,0,2.423,0.238515,0.08033427596092224,0.21555287359017444
AU-ASM,14.682,18.527,11.145,223.271,291.438,12.602,94.762,0,2.09,0.5167795999999999,0.08039802312850952,0.21311438661319795
AU-ASM,16.496,21.286,12.09,222.104,297.271,15.698,94.829,0,2.129,0.202359,0.08045965433120728,0.21052901555029005
